# entry-subent-pointer  : G0510--00-3-0 
# EXFOR reaction        : ['90-TH-232', ['G,F'], 'MASS,CHN,FY,,BRA'] 
# incident energy       : 8.00e+00 MeV 
# target                : Th-232 
# product               : 77.0 <= mass <= 153.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : H.Naik 
# institute             : (3INDIND): India 
# reference             : (J,JRN,299,127,2014) 
# year                  : 2014 
# facility              : (MICRT): Microtron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G05/G0510.x4 
# nds                   : https://nds.iaea.org/EXFOR/G0510
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             77.0              nan      1.69000E-03      3.10000E-04
              nan             78.0              nan      3.51000E-03      5.30000E-04
              nan             84.0              nan      7.04500E-02      7.26000E-03
              nan             84.0              nan      7.07100E-02      7.38000E-03
              nan             85.0              1.0      6.11300E-02      6.17000E-03
              nan             85.0              1.0      6.25200E-02      6.29000E-03
              nan             87.0              nan      5.91300E-02      6.05000E-03
              nan             88.0              nan      6.51100E-02      6.64000E-03
              nan             89.0              nan      8.41400E-02      8.64000E-03
              nan             89.0              nan      8.58300E-02      8.71000E-03
              nan             91.0              nan      6.18000E-02      6.19000E-03
              nan             92.0              nan      6.56100E-02      6.62000E-03
              nan             92.0              nan      5.66100E-02      5.76000E-03
              nan             93.0              nan      4.31400E-02      4.57000E-03
              nan             94.0              nan      3.69700E-02      3.86000E-03
              nan             95.0              nan      3.84200E-02      3.91000E-03
              nan             95.0              nan      3.86200E-02      4.46000E-03
              nan             95.0              nan      3.81300E-02      4.02000E-03
              nan             97.0              nan      2.77900E-02      3.19000E-03
              nan             99.0              nan      1.58900E-02      1.71000E-03
              nan             99.0              nan      1.76700E-02      1.79000E-03
              nan            101.0              nan      1.01600E-02      1.89000E-03
              nan            103.0              nan      7.46000E-03      9.20000E-04
              nan            104.0              nan      5.74000E-03      6.40000E-04
              nan            105.0              nan      1.99000E-03      2.60000E-04
              nan            105.0              nan      2.11000E-03      3.90000E-04
              nan            107.0              nan      5.80000E-04      1.30000E-04
              nan            127.0              nan      1.13000E-03      2.10000E-04
              nan            128.0              nan      1.72000E-03      2.70000E-04
              nan            129.0              nan      4.41000E-03      6.50000E-04
              nan            131.0              nan      1.32300E-02      2.08000E-03
              nan            131.0              nan      1.46900E-02      2.31000E-03
              nan            132.0              nan      2.65000E-02      3.44000E-03
              nan            133.0              nan      2.98000E-02      3.42000E-03
              nan            134.0              nan      3.63900E-02      3.87000E-03
              nan            134.0              nan      4.04600E-02      4.68000E-03
              nan            134.0              nan      4.16200E-02      4.51000E-03
              nan            134.0              nan      4.42000E-02      4.55000E-03
              nan            135.0              nan      4.05700E-02      4.06000E-03
              nan            135.0              nan      4.10500E-02      4.43000E-03
              nan            137.0              nan      4.81200E-02      5.09000E-03
              nan            138.0              nan      6.33500E-02      6.37000E-03
              nan            138.0              nan      6.30100E-02      6.79000E-03
              nan            138.0              0.0      6.81600E-02      7.19000E-03
              nan            138.0              0.0      6.72700E-02      7.03000E-03
              nan            138.0              0.0      7.07700E-02      7.48000E-03
              nan            139.0              nan      7.53600E-02      7.86000E-03
              nan            140.0              nan      7.72600E-02      8.37000E-03
              nan            141.0              nan      7.19700E-02      7.59000E-03
              nan            141.0              nan      7.10900E-02      7.51000E-03
              nan            141.0              nan      7.22800E-02      7.61000E-03
              nan            142.0              nan      6.27800E-02      6.35000E-03
              nan            142.0              nan      6.41500E-02      6.64000E-03
              nan            143.0              nan      7.74300E-02      8.03000E-03
              nan            144.0              nan      7.17800E-02      7.38000E-03
              nan            146.0              nan      4.33600E-02      4.69000E-03
              nan            146.0              nan      4.97200E-02      5.41000E-03
              nan            146.0              nan      5.33300E-02      5.72000E-03
              nan            146.0              nan      5.20200E-02      5.58000E-03
              nan            147.0              nan      3.28500E-02      3.91000E-03
              nan            149.0              nan      1.26900E-02      1.42000E-03
              nan            149.0              nan      1.28100E-02      1.38000E-03
              nan            149.0              nan      1.55900E-02      1.37000E-03
              nan            151.0              nan      6.01000E-03      7.90000E-04
              nan            153.0              nan      1.80000E-03      3.10000E-04
