# entry-subent-pointer  : 21967--00-2-0 
# EXFOR reaction        : ['98-CF-249', ['N,F'], 'MASS,IND,FY,,MXW'] 
# incident energy       : 2.53e-08 MeV 
# target                : Cf-249 
# product               : 85.0 <= mass <= 123.0 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : E.Aker 
# institute             : (2GERKRU): Karlsruhe, University  
# reference             : (J,RE,93,1,1986) 
# year                  : 1986 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/219/21967.x4 
# nds                   : https://nds.iaea.org/EXFOR/21967
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             85.0              nan      2.26000E-03      5.90000E-04
              nan             86.0              nan      2.62000E-03      6.40000E-04
              nan             87.0              nan      3.65000E-03      7.50000E-04
              nan             88.0              nan      4.52000E-03      8.30000E-04
              nan             89.0              nan      5.53000E-03      9.20000E-04
              nan             90.0              nan      5.96000E-03      3.50000E-04
              nan             91.0              nan      7.07000E-03      3.80000E-04
              nan             92.0              nan      8.49000E-03      4.20000E-04
              nan             93.0              nan      1.07000E-02      4.70000E-04
              nan             94.0              nan      1.28100E-02      5.10000E-04
              nan             95.0              nan      1.46700E-02      5.50000E-04
              nan             96.0              nan      1.67100E-02      5.90000E-04
              nan             97.0              nan      2.02600E-02      6.50000E-04
              nan             98.0              nan      2.30600E-02      6.90000E-04
              nan             99.0              nan      2.70900E-02      7.50000E-04
              nan            100.0              nan      3.22000E-02      8.20000E-04
              nan            101.0              nan      3.63700E-02      8.70000E-04
              nan            102.0              nan      4.19200E-02      9.30000E-04
              nan            103.0              nan      4.67800E-02      9.80000E-04
              nan            104.0              nan      5.13100E-02      1.03000E-03
              nan            105.0              nan      5.29300E-02      1.05000E-03
              nan            106.0              nan      5.40200E-02      1.06000E-03
              nan            107.0              nan      5.70200E-02      1.09000E-03
              nan            108.0              nan      5.79700E-02      1.10000E-03
              nan            109.0              nan      5.55300E-02      1.07000E-03
              nan            110.0              nan      5.37900E-02      1.06000E-03
              nan            111.0              nan      5.04300E-02      1.02000E-03
              nan            112.0              nan      4.61500E-02      9.60000E-04
              nan            113.0              nan      4.22100E-02      9.30000E-04
              nan            114.0              nan      3.53300E-02      8.60000E-04
              nan            115.0              nan      2.85200E-02      7.70000E-04
              nan            116.0              nan      2.19300E-02      6.80000E-04
              nan            117.0              nan      1.58000E-02      5.70000E-04
              nan            118.0              nan      1.03600E-02      4.60000E-04
              nan            119.0              nan      6.15000E-03      3.60000E-04
              nan            120.0              nan      4.27000E-03      8.10000E-04
              nan            121.0              nan      2.66000E-03      6.40000E-04
              nan            122.0              nan      1.65000E-03      5.00000E-04
              nan            123.0              nan      1.41000E-03      4.70000E-04
