# entry-subent-pointer  : O1452--00-4-0 
# EXFOR reaction        : ['94-PU-242', ['P,F'], 'MASS,PRE,AKE,FF'] 
# incident energy       : 1.30e+01 MeV 
# target                : Pu-242 
# product               : 63.0 <= mass <= 179.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : V.A.Rubchenya 
# institute             : (2SF JYV): University of Jyvaskyla, Jyvaskyla 
# reference             : (J,NP/A,734,253,2004) 
# year                  : 2004 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O14/O1452.x4 
# nds                   : https://nds.iaea.org/EXFOR/O1452
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      1.30000E+01      0.00000E+00      1.50002E+08              NAN
      1.30000E+01      0.00000E+00      1.31563E+08      3.87626E+06
      1.30000E+01      0.00000E+00      1.35384E+08      8.27666E+06
      1.30000E+01      0.00000E+00      1.28645E+08      3.37456E+06
      1.30000E+01      0.00000E+00      1.45517E+08      4.39766E+06
      1.30000E+01      0.00000E+00      1.39038E+08      2.99493E+06
      1.30000E+01      0.00000E+00      1.40627E+08      2.61398E+06
      1.30000E+01      0.00000E+00      1.46058E+08      1.93965E+06
      1.30000E+01      0.00000E+00      1.42740E+08      1.74729E+06
      1.30000E+01      0.00000E+00      1.45239E+08      1.53496E+06
      1.30000E+01      0.00000E+00      1.44423E+08      1.03646E+06
      1.30000E+01      0.00000E+00      1.47662E+08      8.76950E+05
      1.30000E+01      0.00000E+00      1.51393E+08      6.51650E+05
      1.30000E+01      0.00000E+00      1.52169E+08      5.20760E+05
      1.30000E+01      0.00000E+00      1.53753E+08      4.11510E+05
      1.30000E+01      0.00000E+00      1.55236E+08      3.36850E+05
      1.30000E+01      0.00000E+00      1.57275E+08      2.68660E+05
      1.30000E+01      0.00000E+00      1.58264E+08      2.14410E+05
      1.30000E+01      0.00000E+00      1.59411E+08      1.77990E+05
      1.30000E+01      0.00000E+00      1.60753E+08      1.54560E+05
      1.30000E+01      0.00000E+00      1.61963E+08      1.31850E+05
      1.30000E+01      0.00000E+00      1.62867E+08      1.14580E+05
      1.30000E+01      0.00000E+00      1.63758E+08      1.00470E+05
      1.30000E+01      0.00000E+00      1.64414E+08      8.88800E+04
      1.30000E+01      0.00000E+00      1.65117E+08      7.82300E+04
      1.30000E+01      0.00000E+00      1.65806E+08      7.04700E+04
      1.30000E+01      0.00000E+00      1.66524E+08      6.45100E+04
      1.30000E+01      0.00000E+00      1.67145E+08      5.92800E+04
      1.30000E+01      0.00000E+00      1.67848E+08      5.33400E+04
      1.30000E+01      0.00000E+00      1.68548E+08      4.90700E+04
      1.30000E+01      0.00000E+00      1.69298E+08      4.55100E+04
      1.30000E+01      0.00000E+00      1.69904E+08      4.26000E+04
      1.30000E+01      0.00000E+00      1.70723E+08      4.02200E+04
      1.30000E+01      0.00000E+00      1.71561E+08      3.82700E+04
      1.30000E+01      0.00000E+00      1.72354E+08      3.62100E+04
      1.30000E+01      0.00000E+00      1.73115E+08      3.47800E+04
      1.30000E+01      0.00000E+00      1.73956E+08      3.33200E+04
      1.30000E+01      0.00000E+00      1.74708E+08      3.25500E+04
      1.30000E+01      0.00000E+00      1.75607E+08      3.18800E+04
      1.30000E+01      0.00000E+00      1.76347E+08      3.15400E+04
      1.30000E+01      0.00000E+00      1.77125E+08      3.15200E+04
      1.30000E+01      0.00000E+00      1.77938E+08      3.12600E+04
      1.30000E+01      0.00000E+00      1.78664E+08      3.15100E+04
      1.30000E+01      0.00000E+00      1.79360E+08      3.19200E+04
      1.30000E+01      0.00000E+00      1.79928E+08      3.24300E+04
      1.30000E+01      0.00000E+00      1.80436E+08      3.33400E+04
      1.30000E+01      0.00000E+00      1.80768E+08      3.41800E+04
      1.30000E+01      0.00000E+00      1.80927E+08      3.57900E+04
      1.30000E+01      0.00000E+00      1.80792E+08      3.78200E+04
      1.30000E+01      0.00000E+00      1.80362E+08      4.02300E+04
      1.30000E+01      0.00000E+00      1.79687E+08      4.32000E+04
      1.30000E+01      0.00000E+00      1.78779E+08      4.65900E+04
      1.30000E+01      0.00000E+00      1.77752E+08      4.98200E+04
      1.30000E+01      0.00000E+00      1.76422E+08      5.34700E+04
      1.30000E+01      0.00000E+00      1.75089E+08      5.70300E+04
      1.30000E+01      0.00000E+00      1.73689E+08      6.03500E+04
      1.30000E+01      0.00000E+00      1.72503E+08      6.32500E+04
      1.30000E+01      0.00000E+00      1.71508E+08      6.54100E+04
      1.30000E+01      0.00000E+00      1.70932E+08      6.66700E+04
      1.30000E+01      0.00000E+00      1.70932E+08      6.66700E+04
      1.30000E+01      0.00000E+00      1.71508E+08      6.54100E+04
      1.30000E+01      0.00000E+00      1.72503E+08      6.32500E+04
      1.30000E+01      0.00000E+00      1.73689E+08      6.03500E+04
      1.30000E+01      0.00000E+00      1.75089E+08      5.70300E+04
      1.30000E+01      0.00000E+00      1.76422E+08      5.34700E+04
