# entry-subent-pointer  : O1452-004-0 
# EXFOR reaction        : ['94-PU-242', ['P,F'], 'MASS,PRE,AKE,FF'] 
# incident energy       : 5.50e+01 MeV 
# target                : Pu-242 
# product               : 53.0 <= mass <= 189.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : V.A.Rubchenya 
# institute             : (2SF JYV): University of Jyvaskyla, Jyvaskyla 
# reference             : (J,NP/A,734,253,2004) 
# year                  : 2004 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O14/O1452.x4 
# nds                   : https://nds.iaea.org/EXFOR/O1452
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      5.50000E+01      0.00000E+00      1.17112E+08      0.00000E+00
      5.50000E+01      0.00000E+00      1.26414E+08      1.65559E+06
      5.50000E+01      0.00000E+00      1.28890E+08      2.06549E+06
      5.50000E+01      0.00000E+00      1.33828E+08      1.96216E+06
      5.50000E+01      0.00000E+00      1.33196E+08      1.82812E+06
      5.50000E+01      0.00000E+00      1.38337E+08      1.26981E+06
      5.50000E+01      0.00000E+00      1.39639E+08      1.24490E+06
      5.50000E+01      0.00000E+00      1.41019E+08      1.09535E+06
      5.50000E+01      0.00000E+00      1.42549E+08      1.14554E+06
      5.50000E+01      0.00000E+00      1.41390E+08      8.90270E+05
      5.50000E+01      0.00000E+00      1.42562E+08      7.98390E+05
      5.50000E+01      0.00000E+00      1.45402E+08      6.98570E+05
      5.50000E+01      0.00000E+00      1.45641E+08      6.01950E+05
      5.50000E+01      0.00000E+00      1.46453E+08      5.84220E+05
      5.50000E+01      0.00000E+00      1.47687E+08      5.26230E+05
      5.50000E+01      0.00000E+00      1.48992E+08      4.48660E+05
      5.50000E+01      0.00000E+00      1.50392E+08      4.01420E+05
      5.50000E+01      0.00000E+00      1.51342E+08      3.59060E+05
      5.50000E+01      0.00000E+00      1.52473E+08      3.10890E+05
      5.50000E+01      0.00000E+00      1.53490E+08      2.75290E+05
      5.50000E+01      0.00000E+00      1.54877E+08      2.47110E+05
      5.50000E+01      0.00000E+00      1.56040E+08      2.15780E+05
      5.50000E+01      0.00000E+00      1.57177E+08      1.90210E+05
      5.50000E+01      0.00000E+00      1.57919E+08      1.68090E+05
      5.50000E+01      0.00000E+00      1.58990E+08      1.47970E+05
      5.50000E+01      0.00000E+00      1.60055E+08      1.30920E+05
      5.50000E+01      0.00000E+00      1.61131E+08      1.16050E+05
      5.50000E+01      0.00000E+00      1.61653E+08      1.05310E+05
      5.50000E+01      0.00000E+00      1.62535E+08      9.33300E+04
      5.50000E+01      0.00000E+00      1.63635E+08      8.48800E+04
      5.50000E+01      0.00000E+00      1.64418E+08      7.77300E+04
      5.50000E+01      0.00000E+00      1.65288E+08      7.07000E+04
      5.50000E+01      0.00000E+00      1.66022E+08      6.48000E+04
      5.50000E+01      0.00000E+00      1.66711E+08      5.93400E+04
      5.50000E+01      0.00000E+00      1.67448E+08      5.48500E+04
      5.50000E+01      0.00000E+00      1.67983E+08      5.12700E+04
      5.50000E+01      0.00000E+00      1.68777E+08      4.70700E+04
      5.50000E+01      0.00000E+00      1.69295E+08      4.43700E+04
      5.50000E+01      0.00000E+00      1.69866E+08      4.11500E+04
      5.50000E+01      0.00000E+00      1.70553E+08      3.87800E+04
      5.50000E+01      0.00000E+00      1.71205E+08      3.62700E+04
      5.50000E+01      0.00000E+00      1.71720E+08      3.44700E+04
      5.50000E+01      0.00000E+00      1.72386E+08      3.28300E+04
