# entry-subent-pointer  : 40664-002-0 
# EXFOR reaction        : ['93-NP-237', ['N,F'], ',PR,NU'] 
# incident energy       : 9.8000e-01 MeV - 5.9000e+00 MeV 
# target                : Np-237 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : V.V.Malinovskii 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,AE,54,208,1983) 
# year                  : 1983 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/406/40664.x4 
# nds                   : https://nds.iaea.org/EXFOR/40664
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      9.80000E-01      4.00000E-02      2.79500E+00      0.00000E+00
      1.17000E+00      4.00000E-02      2.81500E+00      0.00000E+00
      1.28000E+00      4.00000E-02      2.77400E+00      0.00000E+00
      1.38000E+00      4.00000E-02      2.77200E+00      0.00000E+00
      1.46000E+00      4.00000E-02      2.82400E+00      0.00000E+00
      1.62000E+00      4.00000E-02      2.81700E+00      0.00000E+00
      1.66000E+00      6.00000E-02      2.90700E+00      0.00000E+00
      1.68000E+00      4.00000E-02      2.88200E+00      0.00000E+00
      1.77000E+00      4.00000E-02      2.84100E+00      0.00000E+00
      1.89000E+00      4.00000E-02      2.88700E+00      0.00000E+00
      1.92000E+00      4.00000E-02      2.88600E+00      0.00000E+00
      2.00000E+00      4.00000E-02      2.85300E+00      0.00000E+00
      2.00000E+00      5.00000E-02      2.89300E+00      0.00000E+00
      2.09000E+00      4.00000E-02      2.88000E+00      0.00000E+00
      2.13000E+00      4.00000E-02      2.87800E+00      0.00000E+00
      2.23000E+00      3.00000E-02      2.94400E+00      0.00000E+00
      2.31000E+00      3.00000E-02      2.94400E+00      0.00000E+00
      2.43000E+00      3.00000E-02      2.96000E+00      0.00000E+00
      2.62000E+00      4.00000E-02      2.98100E+00      0.00000E+00
      2.64000E+00      5.00000E-02      3.01100E+00      0.00000E+00
      2.71000E+00      3.00000E-02      2.99000E+00      0.00000E+00
      2.79000E+00      5.00000E-02      3.00300E+00      0.00000E+00
      2.92000E+00      3.00000E-02      3.00600E+00      0.00000E+00
      3.07000E+00      5.00000E-02      3.05100E+00      0.00000E+00
      3.09000E+00      3.00000E-02      3.06500E+00      0.00000E+00
      3.21000E+00      3.00000E-02      3.04000E+00      0.00000E+00
      3.45000E+00      3.00000E-02      3.11000E+00      0.00000E+00
      3.52000E+00      3.00000E-02      3.08400E+00      0.00000E+00
      3.71000E+00      2.00000E-02      3.16600E+00      0.00000E+00
      5.58000E+00      8.00000E-02      3.44500E+00      0.00000E+00
      5.90000E+00      8.00000E-02      3.49300E+00      0.00000E+00
