# entry-subent-pointer  : O2307--01-4-0 
# EXFOR reaction        : ['79-AU-197', ['6-C-12,X'], '1-H-2,,DE'] 
# incident energy       : 4.00e-04 MeV 
# target                : Au-197 
# product               : H-2 
# level energy          : 1.00e-04 MeV 
# MF-MT number          : 5 - residual 
# first author          : M.Toppi 
# institute             : (2AUSAUS): Austria 
# reference             : (J,PR/C,93,064601,2016) 
# year                  : 2016 
# facility              : (SYNCH): Synchrotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O23/O2307.x4 
# nds                   : https://nds.iaea.org/EXFOR/O2307
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.00000E-04      0.00000E+00      1.42000E-10      1.36000E-11
      2.15000E-04      0.00000E+00      9.60000E-11      3.86000E-11
      2.45000E-04      0.00000E+00      1.84000E-10      6.50000E-11
      2.75000E-04      0.00000E+00      2.55000E-10      9.00000E-11
      3.05000E-04      0.00000E+00      5.89000E-10      1.72000E-10
      3.35000E-04      0.00000E+00      1.24000E-09      2.79000E-10
      3.65000E-04      0.00000E+00      1.28000E-09      2.99000E-10
      4.00000E-04      0.00000E+00      1.44000E-09      1.91000E-10
      4.40000E-04      0.00000E+00      1.06000E-09      1.66000E-10
      4.80000E-04      0.00000E+00      5.30000E-10      1.34000E-10
      5.25000E-04      0.00000E+00      2.75000E-10      8.90000E-11
      5.75000E-04      0.00000E+00      1.95000E-10      7.73000E-11
      6.50000E-04      0.00000E+00      9.86000E-11      5.95000E-11
      7.50000E-04      0.00000E+00      1.28000E-10      6.89000E-11
