# entry-subent-pointer  : 22358-005-0 
# EXFOR reaction        : ['24-CR-50', ['N,X'], '2-HE-4,,DE'] 
# incident energy       : 1.4100e+01 MeV 
# target                : Cr-50 
# product               : He-4 
# level energy          : 4.5000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : I.Matsuyama 
# institute             : (2JPNTOH): Tohoku University , Sendai 
# reference             : ((S,JAERI-M-94-019,191,1994)=(S,INDC(JPN)-169,191,1994)) 
# year                  : 1994 
# facility              : (DYNAM): Dynamitron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/223/22358.x4 
# nds                   : https://nds.iaea.org/EXFOR/22358
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.50000E+00      0.00000E+00      3.94000E-10      2.13300E-10
      5.00000E+00      0.00000E+00      2.33900E-09      7.81700E-10
      5.50000E+00      0.00000E+00      8.35200E-09      4.69400E-10
      6.00000E+00      0.00000E+00      1.65000E-08      1.02500E-09
      6.50000E+00      0.00000E+00      2.35500E-08      1.74300E-09
      7.00000E+00      0.00000E+00      2.43900E-08      1.86800E-09
      7.50000E+00      0.00000E+00      2.41500E-08      1.02500E-09
      8.00000E+00      0.00000E+00      2.24300E-08      5.36300E-10
      8.50000E+00      0.00000E+00      2.01600E-08      1.05500E-09
      9.00000E+00      0.00000E+00      1.39900E-08      5.35800E-10
      9.50000E+00      0.00000E+00      8.95500E-09      3.54000E-10
      1.00000E+01      0.00000E+00      6.81100E-09      9.61100E-10
      1.05000E+01      0.00000E+00      5.70200E-09      7.01000E-10
      1.10000E+01      0.00000E+00      5.28600E-09      3.69600E-10
      1.15000E+01      0.00000E+00      4.12700E-09      2.97400E-10
      1.20000E+01      0.00000E+00      2.99300E-09      5.27900E-10
      1.25000E+01      0.00000E+00      1.66000E-09      3.20800E-10
      1.30000E+01      0.00000E+00      1.83500E-09      2.35300E-10
      1.35000E+01      0.00000E+00      1.64400E-09      4.11400E-10
      1.40000E+01      0.00000E+00      6.19600E-10      1.00400E-10
      1.45000E+01      0.00000E+00      1.21200E-10      4.42800E-11
