# entry-subent-pointer  : 41425--01-6-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], 'MASS,PRE,FY'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : 80.0 <= mass <= 172.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : A.S.Vorobiev 
# institute             : (4RUSLIN): Peterburgskiy Institute Yad.Fiz.,Russ.Ak.Nauk., Gatchina 
# reference             : ((S,ISINN-9,288,2001)=(S,JINR-E3-2001-192,288,2001)) 
# year                  : 2001 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/414/41425.x4 
# nds                   : https://nds.iaea.org/EXFOR/41425
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             80.0              nan      1.23310E-03      1.30500E-04
              nan             81.0              nan      1.40570E-03      2.74900E-04
              nan             82.0              nan      1.24830E-03      1.51600E-04
              nan             83.0              nan      1.29450E-03      1.47400E-04
              nan             84.0              nan      1.65920E-03      1.07200E-04
              nan             85.0              nan      1.99320E-03      9.72000E-05
              nan             86.0              nan      2.27680E-03      2.20300E-04
              nan             87.0              nan      2.08280E-03      1.68600E-04
              nan             88.0              nan      1.78580E-03      5.38000E-04
              nan             89.0              nan      2.03110E-03      5.29500E-04
              nan             90.0              nan      1.86170E-03      3.13000E-04
              nan             91.0              nan      1.88110E-03      8.05000E-05
              nan             92.0              nan      2.79570E-03      1.13820E-03
              nan             93.0              nan      5.64220E-03      3.47300E-04
              nan             94.0              nan      9.35280E-03      1.00390E-03
              nan             95.0              nan      1.34488E-02      1.89340E-03
              nan             96.0              nan      1.68735E-02      3.20230E-03
              nan             97.0              nan      2.25983E-02      3.53690E-03
              nan             98.0              nan      2.42502E-02      6.77700E-04
              nan             99.0              nan      2.54998E-02      9.74200E-04
              nan            100.0              nan      3.64707E-02      1.03355E-02
              nan            101.0              nan      5.79676E-02      1.40418E-02
              nan            102.0              nan      5.65062E-02      4.32060E-03
              nan            103.0              nan      4.42223E-02      1.05473E-02
              nan            104.0              nan      5.19739E-02      3.70640E-03
              nan            105.0              nan      7.51016E-02      6.98900E-04
              nan            106.0              nan      9.49042E-02      1.01449E-02
              nan            107.0              nan      8.88681E-02      9.08590E-03
              nan            108.0              nan      6.35378E-02      8.04810E-03
              nan            109.0              nan      4.73145E-02      2.54200E-04
              nan            110.0              nan      3.64071E-02      1.33430E-03
              nan            111.0              nan      2.56481E-02      3.26160E-03
              nan            112.0              nan      2.18358E-02      2.15390E-03
              nan            113.0              nan      2.32972E-02      1.73670E-03
              nan            114.0              nan      2.11623E-02      2.51610E-03
              nan            115.0              nan      1.55117E-02      3.62170E-03
              nan            116.0              nan      1.46285E-02      6.16300E-04
              nan            117.0              nan      1.51199E-02      3.81000E-05
              nan            118.0              nan      1.44781E-02      8.98000E-04
              nan            119.0              nan      1.24047E-02      4.91400E-04
              nan            120.0              nan      1.08184E-02      2.73200E-04
              nan            121.0              nan      9.42900E-03      9.31900E-04
              nan            122.0              nan      6.29020E-03      2.09700E-04
              nan            123.0              nan      2.96300E-03      1.22500E-03
              nan            124.0              nan      1.77610E-03      1.24300E-04
              nan            125.0              nan      1.21700E-03      4.53000E-05
              nan            126.0              nan      8.19800E-04      4.42200E-04
              nan            127.0              nan      1.21700E-03      4.53000E-05
              nan            128.0              nan      1.77610E-03      1.24300E-04
              nan            129.0              nan      2.96300E-03      1.22500E-03
              nan            130.0              nan      6.29020E-03      2.09700E-04
              nan            131.0              nan      9.42900E-03      9.31900E-04
              nan            132.0              nan      1.08184E-02      2.73200E-04
              nan            133.0              nan      1.24047E-02      4.91400E-04
              nan            134.0              nan      1.44781E-02      8.98000E-04
              nan            135.0              nan      1.51199E-02      3.81000E-05
              nan            136.0              nan      1.46285E-02      6.16300E-04
              nan            137.0              nan      1.55117E-02      3.62170E-03
              nan            138.0              nan      2.11623E-02      2.51610E-03
              nan            139.0              nan      2.32972E-02      1.73670E-03
              nan            140.0              nan      2.18358E-02      2.15390E-03
              nan            141.0              nan      2.56481E-02      3.26160E-03
              nan            142.0              nan      3.64071E-02      1.33430E-03
              nan            143.0              nan      4.73145E-02      2.54200E-04
              nan            144.0              nan      6.35378E-02      8.04810E-03
              nan            145.0              nan      8.88681E-02      9.08590E-03
              nan            146.0              nan      9.49042E-02      1.01449E-02
              nan            147.0              nan      7.51016E-02      6.98900E-04
              nan            148.0              nan      5.19739E-02      3.70640E-03
              nan            149.0              nan      4.42223E-02      1.05473E-02
              nan            150.0              nan      5.65062E-02      4.32060E-03
              nan            151.0              nan      5.79676E-02      1.40418E-02
              nan            152.0              nan      3.64707E-02      1.03355E-02
              nan            153.0              nan      2.54998E-02      9.74200E-04
              nan            154.0              nan      2.42502E-02      6.77700E-04
              nan            155.0              nan      2.25983E-02      3.53690E-03
              nan            156.0              nan      1.68735E-02      3.20230E-03
              nan            157.0              nan      1.34488E-02      1.89340E-03
              nan            158.0              nan      9.35280E-03      1.00390E-03
              nan            159.0              nan      5.64220E-03      3.47300E-04
              nan            160.0              nan      2.79570E-03      1.13820E-03
              nan            161.0              nan      1.88110E-03      8.05000E-05
              nan            162.0              nan      1.86170E-03      3.13000E-04
              nan            163.0              nan      2.03110E-03      5.29500E-04
              nan            164.0              nan      1.78580E-03      5.38000E-04
              nan            165.0              nan      2.08280E-03      1.68600E-04
              nan            166.0              nan      2.27680E-03      2.20300E-04
              nan            167.0              nan      1.99320E-03      9.72000E-05
              nan            168.0              nan      1.65920E-03      1.07200E-04
              nan            169.0              nan      1.29450E-03      1.47400E-04
              nan            170.0              nan      1.24830E-03      1.51600E-04
              nan            171.0              nan      1.40570E-03      2.74900E-04
              nan            172.0              nan      1.23310E-03      1.30500E-04
