# entry-subent-pointer  : 23802--00-2-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], 'MASS,PRV,FY'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : 83.0 <= mass <= 168.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : Ch.Straede 
# institute             : (2ZZZGEL): EC Joint Research Centre (EC-JRC), Geel 
# reference             : ((P,INDC(EUR)-017G,36,1982)=(P,NEANDC(E)-242,36,1982)) 
# year                  : 1982 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/238/23802.x4 
# nds                   : https://nds.iaea.org/EXFOR/23802
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             83.0              nan      5.50000E-04              NAN
              nan             84.0              nan      6.60000E-04              NAN
              nan             85.0              nan      6.60000E-04              NAN
              nan             86.0              nan      1.28000E-03              NAN
              nan             87.0              nan      9.80000E-04              NAN
              nan             88.0              nan      1.19000E-03              NAN
              nan             89.0              nan      1.81000E-03              NAN
              nan             90.0              nan      2.84000E-03              NAN
              nan             91.0              nan      3.57000E-03              NAN
              nan             92.0              nan      4.29000E-03              NAN
              nan             93.0              nan      4.81000E-03              NAN
              nan             94.0              nan      5.64000E-03              NAN
              nan             95.0              nan      7.08000E-03              NAN
              nan             96.0              nan      8.62000E-03              NAN
              nan             97.0              nan      1.02700E-02              NAN
              nan             98.0              nan      1.23300E-02              NAN
              nan             99.0              nan      1.41800E-02              NAN
              nan            100.0              nan      1.84900E-02              NAN
              nan            101.0              nan      2.17800E-02              NAN
              nan            102.0              nan      2.73200E-02              NAN
              nan            103.0              nan      3.33800E-02              NAN
              nan            104.0              nan      3.78000E-02              NAN
              nan            105.0              nan      4.48800E-02              NAN
              nan            106.0              nan      5.00100E-02              NAN
              nan            107.0              nan      5.47400E-02              NAN
              nan            108.0              nan      5.95600E-02      1.03000E-03
              nan            109.0              nan      6.10000E-02      1.13000E-03
              nan            110.0              nan      6.18300E-02      1.33000E-03
              nan            111.0              nan      5.88600E-02      1.03000E-03
              nan            112.0              nan      5.41500E-02      1.03000E-03
              nan            113.0              nan      5.33400E-02      9.20000E-04
              nan            114.0              nan      4.83200E-02              NAN
              nan            115.0              nan      4.47300E-02              NAN
              nan            116.0              nan      4.15600E-02              NAN
              nan            117.0              nan      3.54100E-02      8.20000E-04
              nan            118.0              nan      3.25500E-02      7.20000E-04
              nan            119.0              nan      2.71200E-02              NAN
              nan            120.0              nan      2.30200E-02              NAN
              nan            121.0              nan      1.80000E-02              NAN
              nan            122.0              nan      1.40100E-02              NAN
              nan            123.0              nan      1.02200E-02              NAN
              nan            124.0              nan      6.94000E-03              NAN
              nan            125.0              nan      4.79000E-03              NAN
              nan            126.0              nan      3.67000E-03              NAN
              nan            127.0              nan      4.39000E-03              NAN
              nan            128.0              nan      6.96000E-03              NAN
              nan            129.0              nan      1.05600E-02              NAN
              nan            130.0              nan      1.46700E-02              NAN
              nan            131.0              nan      1.86700E-02              NAN
              nan            132.0              nan      2.29900E-02              NAN
              nan            133.0              nan      2.93500E-02              NAN
              nan            134.0              nan      3.25400E-02              NAN
              nan            135.0              nan      3.73600E-02              NAN
              nan            136.0              nan      4.01400E-02              NAN
              nan            137.0              nan      4.65000E-02              NAN
              nan            138.0              nan      4.87600E-02              NAN
              nan            139.0              nan      5.12300E-02              NAN
              nan            140.0              nan      5.71900E-02      1.03000E-03
              nan            141.0              nan      5.66800E-02      9.20000E-04
              nan            142.0              nan      5.82200E-02      1.03000E-03
              nan            143.0              nan      6.30500E-02      9.20000E-04
              nan            144.0              nan      5.83400E-02      8.20000E-04
              nan            145.0              nan      5.36300E-02              NAN
              nan            146.0              nan      4.62500E-02              NAN
              nan            147.0              nan      3.89700E-02              NAN
              nan            148.0              nan      3.45700E-02      7.20000E-04
              nan            149.0              nan      3.02700E-02              NAN
              nan            150.0              nan      2.49400E-02              NAN
              nan            151.0              nan      2.10500E-02              NAN
              nan            152.0              nan      1.76700E-02              NAN
              nan            153.0              nan      1.38800E-02              NAN
              nan            154.0              nan      1.20400E-02              NAN
              nan            155.0              nan      1.02000E-02              NAN
              nan            156.0              nan      7.33000E-03              NAN
              nan            157.0              nan      6.31000E-03              NAN
              nan            158.0              nan      5.39000E-03              NAN
              nan            159.0              nan      4.79000E-03              NAN
              nan            160.0              nan      3.56000E-03              NAN
              nan            161.0              nan      3.16000E-03              NAN
              nan            162.0              nan      2.75000E-03              NAN
              nan            163.0              nan      2.45000E-03              NAN
              nan            164.0              nan      1.94000E-03              NAN
              nan            165.0              nan      1.74000E-03              NAN
              nan            166.0              nan      1.54000E-03              NAN
              nan            167.0              nan      1.24000E-03              NAN
              nan            168.0              nan      9.40000E-04              NAN
