# entry-subent-pointer  : O0137-301-0 
# EXFOR reaction        : ['28-NI-58', ['P,X'], '1-H-1,,DE'] 
# incident energy       : 9.00e+01 MeV 
# target                : Ni-58 
# product               : H-1 
# level energy          : 6.57e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : J.R.Wu 
# institute             : (1USAMRY): University of Maryland, College Park, MD 
# reference             : (J,PR/C,19,698,1979) 
# year                  : 1979 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O01/O0137.x4 
# nds                   : https://nds.iaea.org/EXFOR/O0137
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      6.56500E+00      0.00000E+00      9.16300E-08      9.16300E-09
      7.84000E+00      0.00000E+00      5.97800E-08      5.97800E-09
      9.41900E+00      0.00000E+00      4.26000E-08      4.26000E-09
      1.06800E+01      0.00000E+00      3.22000E-08      3.22000E-09
      1.13200E+01      0.00000E+00      2.73900E-08      2.73900E-09
      1.44500E+01      0.00000E+00      2.01100E-08      2.01100E-09
      1.54000E+01      0.00000E+00      1.71000E-08      1.71000E-09
      2.22700E+01      0.00000E+00      1.39300E-08      1.39300E-09
      2.47600E+01      0.00000E+00      1.31300E-08      1.31300E-09
      3.16200E+01      0.00000E+00      1.16900E-08      1.16900E-09
      3.50600E+01      0.00000E+00      1.07000E-08      1.07000E-09
      4.19200E+01      0.00000E+00      9.24500E-09      9.24500E-10
      4.44100E+01      0.00000E+00      8.84900E-09      8.84900E-10
      5.19000E+01      0.00000E+00      8.10900E-09      8.10900E-10
      5.47000E+01      0.00000E+00      7.99300E-09      7.99300E-10
      6.03200E+01      0.00000E+00      7.11000E-09      7.11000E-10
      6.59300E+01      0.00000E+00      6.14100E-09      6.14100E-10
      7.12300E+01      0.00000E+00      6.05600E-09      6.05600E-10
      7.59200E+01      0.00000E+00      4.85800E-09      4.85800E-10
      7.93500E+01      0.00000E+00      4.25700E-09      4.25700E-10
      8.02700E+01      0.00000E+00      5.97500E-09      5.97500E-10
      8.18500E+01      0.00000E+00      3.95600E-09      3.95600E-10
      8.30400E+01      0.00000E+00      9.30100E-09      9.30100E-10
      8.56200E+01      0.00000E+00      2.29500E-09      2.29500E-10
      8.81900E+01      0.00000E+00      8.87300E-08      8.87300E-09
      8.92200E+01      0.00000E+00      1.94500E-08      1.94500E-09
