# entry-subent-pointer  : 10960-074-0 
# EXFOR reaction        : ['42-MO-92', ['N,X'], '1-H-2,,DE'] 
# incident energy       : 1.4800e+01 MeV 
# target                : Mo-92 
# product               : H-2 
# level energy          : 2.5000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : R.C.Haight 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,23,700,198102) 
# year                  : 1981 
# facility              : (ICTR): Insulated core transformer accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/109/10960.x4 
# nds                   : https://nds.iaea.org/EXFOR/10960
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      2.50000E+00      0.00000E+00      1.81000E-09      0.00000E+00
      3.00000E+00      0.00000E+00      1.31000E-09      0.00000E+00
      4.00000E+00      0.00000E+00      2.07000E-09      0.00000E+00
      4.50000E+00      0.00000E+00      3.78000E-09      0.00000E+00
      5.00000E+00      0.00000E+00      2.64000E-09      7.96000E-10
      5.50000E+00      0.00000E+00      3.03000E-09      0.00000E+00
      6.00000E+00      0.00000E+00      1.64000E-09      0.00000E+00
      7.00000E+00      0.00000E+00      3.65000E-09      0.00000E+00
      7.50000E+00      0.00000E+00      6.42000E-09      0.00000E+00
      8.00000E+00      0.00000E+00      3.19000E-09      1.07000E-09
      9.00000E+00      0.00000E+00      5.79000E-09      0.00000E+00
      9.50000E+00      0.00000E+00      2.47000E-09      0.00000E+00
