# entry-subent-pointer  : 41741-006-1 
# EXFOR reaction        : ['102-NO-254', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : No-254 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : A.V.Isaev 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,PPN/L,18,449,2021) 
# year                  : 2021 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41741.x4 
# nds                   : https://nds.iaea.org/EXFOR/41741
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      0.00000E+00      2.30000E-02
      0.00000E+00      0.00000E+00      0.00000E+00      2.50000E-02
      0.00000E+00      0.00000E+00      5.90000E-02      7.00000E-02
      0.00000E+00      0.00000E+00      1.40000E-01      7.90000E-02
      0.00000E+00      0.00000E+00      2.08000E-01      8.20000E-02
      0.00000E+00      0.00000E+00      2.41000E-01      8.30000E-02
      0.00000E+00      0.00000E+00      9.80000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      9.20000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      5.00000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      6.00000E-02      0.00000E+00
