# entry-subent-pointer  : 41286-003-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',DL,NU'] 
# incident energy       : 3.9000e+00 MeV - 7.1000e+00 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 455 
# first author          : B.P.Maksyutenko 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (P,YFI-20,4,197504) 
# year                  : 1975 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/412/41286.x4 
# nds                   : https://nds.iaea.org/EXFOR/41286
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      3.90000E+00      0.00000E+00      4.90000E-02      0.00000E+00
      4.20000E+00      0.00000E+00      5.00000E-02      0.00000E+00
      4.50000E+00      0.00000E+00      5.00000E-02      0.00000E+00
      4.80000E+00      0.00000E+00      5.60000E-02      0.00000E+00
      5.10000E+00      0.00000E+00      5.40000E-02      0.00000E+00
      5.25000E+00      0.00000E+00      4.20000E-02      0.00000E+00
      5.50000E+00      0.00000E+00      6.10000E-02      0.00000E+00
      5.90000E+00      0.00000E+00      5.40000E-02      0.00000E+00
      6.00000E+00      0.00000E+00      3.60000E-02      0.00000E+00
      6.20000E+00      0.00000E+00      3.80000E-02      0.00000E+00
      6.40000E+00      0.00000E+00      3.20000E-02      0.00000E+00
      6.60000E+00      0.00000E+00      3.80000E-02      0.00000E+00
      6.80000E+00      0.00000E+00      4.60000E-02      0.00000E+00
      7.00000E+00      0.00000E+00      3.70000E-02      0.00000E+00
      7.10000E+00      0.00000E+00      3.40000E-02      0.00000E+00
