# entry-subent-pointer  : 22158-003-0 
# EXFOR reaction        : ['90-TH-232', ['N,X'], '0-NN-1,,DE'] 
# incident energy       : 1.4050e+01 MeV 
# target                : Th-232 
# product               : Nn-1 
# level energy          : 3.0000e-01 MeV 
# MF-MT number          : 5 - None 
# first author          : M.Baba 
# institute             : (2JPNTOH): Tohoku University , Sendai 
# reference             : (J,NST,27,601,1990) 
# year                  : 1990 
# facility              : (DYNAM): Dynamitron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/221/22158.x4 
# nds                   : https://nds.iaea.org/EXFOR/22158
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      3.00000E-01      0.00000E+00      4.42310E-06      0.00000E+00
      5.00000E-01      0.00000E+00      4.50450E-06      0.00000E+00
      7.00000E-01      0.00000E+00      3.71300E-06      0.00000E+00
      9.00000E-01      0.00000E+00      3.06450E-06      0.00000E+00
      1.10000E+00      0.00000E+00      2.55310E-06      0.00000E+00
      1.30000E+00      0.00000E+00      2.03660E-06      0.00000E+00
      1.50000E+00      0.00000E+00      1.72720E-06      0.00000E+00
      1.70000E+00      0.00000E+00      1.42260E-06      0.00000E+00
      1.90000E+00      0.00000E+00      1.14160E-06      0.00000E+00
      2.10000E+00      0.00000E+00      9.72570E-07      0.00000E+00
      2.30000E+00      0.00000E+00      8.18760E-07      0.00000E+00
      2.50000E+00      0.00000E+00      6.66980E-07      0.00000E+00
      2.70000E+00      0.00000E+00      5.42560E-07      0.00000E+00
      2.90000E+00      0.00000E+00      4.40550E-07      0.00000E+00
      3.10000E+00      0.00000E+00      3.75100E-07      0.00000E+00
      3.30000E+00      0.00000E+00      3.33070E-07      0.00000E+00
      3.50000E+00      0.00000E+00      2.88350E-07      0.00000E+00
      3.70000E+00      0.00000E+00      2.41810E-07      0.00000E+00
      3.90000E+00      0.00000E+00      2.16020E-07      0.00000E+00
      4.10000E+00      0.00000E+00      1.93740E-07      0.00000E+00
      4.30000E+00      0.00000E+00      1.77450E-07      0.00000E+00
      4.50000E+00      0.00000E+00      1.61630E-07      0.00000E+00
      4.70000E+00      0.00000E+00      1.58130E-07      0.00000E+00
      4.90000E+00      0.00000E+00      1.35210E-07      0.00000E+00
      5.10000E+00      0.00000E+00      1.24330E-07      0.00000E+00
      5.30000E+00      0.00000E+00      1.13750E-07      0.00000E+00
      5.50000E+00      0.00000E+00      1.11960E-07      0.00000E+00
      5.70000E+00      0.00000E+00      1.02300E-07      0.00000E+00
      5.90000E+00      0.00000E+00      9.92110E-08      0.00000E+00
      6.10000E+00      0.00000E+00      9.54760E-08      0.00000E+00
      6.30000E+00      0.00000E+00      9.85290E-08      0.00000E+00
      6.50000E+00      0.00000E+00      9.04740E-08      0.00000E+00
      6.70000E+00      0.00000E+00      8.94670E-08      0.00000E+00
      6.90000E+00      0.00000E+00      8.69180E-08      0.00000E+00
      7.10000E+00      0.00000E+00      8.38200E-08      0.00000E+00
      7.30000E+00      0.00000E+00      7.49290E-08      0.00000E+00
      7.50000E+00      0.00000E+00      7.34060E-08      0.00000E+00
      7.70000E+00      0.00000E+00      7.36550E-08      0.00000E+00
      7.90000E+00      0.00000E+00      7.42030E-08      0.00000E+00
      8.10000E+00      0.00000E+00      7.11850E-08      0.00000E+00
      8.30000E+00      0.00000E+00      7.31560E-08      0.00000E+00
      8.50000E+00      0.00000E+00      6.73960E-08      0.00000E+00
      8.70000E+00      0.00000E+00      6.76770E-08      0.00000E+00
      8.90000E+00      0.00000E+00      6.71610E-08      0.00000E+00
      9.10000E+00      0.00000E+00      7.17450E-08      0.00000E+00
      9.30000E+00      0.00000E+00      5.67320E-08      0.00000E+00
      9.50000E+00      0.00000E+00      5.92540E-08      0.00000E+00
      9.70000E+00      0.00000E+00      5.81120E-08      0.00000E+00
      9.90000E+00      0.00000E+00      6.08490E-08      0.00000E+00
      1.01000E+01      0.00000E+00      5.77620E-08      0.00000E+00
      1.03000E+01      0.00000E+00      5.21330E-08      0.00000E+00
      1.05000E+01      0.00000E+00      6.31420E-08      0.00000E+00
      1.07000E+01      0.00000E+00      6.54170E-08      0.00000E+00
      1.09000E+01      0.00000E+00      6.73240E-08      0.00000E+00
      1.11000E+01      0.00000E+00      6.94620E-08      0.00000E+00
      1.13000E+01      0.00000E+00      7.05480E-08      0.00000E+00
      1.15000E+01      0.00000E+00      6.79090E-08      0.00000E+00
      1.17000E+01      0.00000E+00      7.62360E-08      0.00000E+00
      1.19000E+01      0.00000E+00      8.13030E-08      0.00000E+00
      1.21000E+01      0.00000E+00      7.61340E-08      0.00000E+00
      1.23000E+01      0.00000E+00      8.18440E-08      0.00000E+00
      1.25000E+01      0.00000E+00      8.97050E-08      0.00000E+00
      1.27000E+01      0.00000E+00      1.22400E-07      0.00000E+00
      1.29000E+01      0.00000E+00      1.68900E-07      0.00000E+00
      1.31000E+01      0.00000E+00      2.57500E-07      0.00000E+00
      1.33000E+01      0.00000E+00      4.13080E-07      0.00000E+00
      1.35000E+01      0.00000E+00      5.84290E-07      0.00000E+00
      1.37000E+01      0.00000E+00      7.04120E-07      0.00000E+00
      1.39000E+01      0.00000E+00      6.86650E-07      0.00000E+00
      1.41000E+01      0.00000E+00      5.48000E-07      0.00000E+00
      1.43000E+01      0.00000E+00      3.59340E-07      0.00000E+00
      1.45000E+01      0.00000E+00      2.00720E-07      0.00000E+00
      1.47000E+01      0.00000E+00      1.20390E-07      0.00000E+00
      1.49000E+01      0.00000E+00      8.37860E-08      0.00000E+00
      1.51000E+01      0.00000E+00      5.98660E-08      0.00000E+00
      1.53000E+01      0.00000E+00      5.19790E-08      0.00000E+00
      1.55000E+01      0.00000E+00      2.29660E-08      0.00000E+00
      1.57000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.59000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.61000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.63000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.65000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.67000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.69000E+01      0.00000E+00      0.00000E+00      0.00000E+00
      1.71000E+01      0.00000E+00      0.00000E+00      0.00000E+00
