# entry-subent-pointer  : 41559--00-3-0 
# EXFOR reaction        : ['102-NO-252', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : No-252 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : Yu.A.Lazarev 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,PL/B,52,(3),321,19741014) 
# year                  : 1974 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/415/41559.x4 
# nds                   : https://nds.iaea.org/EXFOR/41559
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      5.77000E-02      4.61000E-02
      0.00000E+00      0.00000E+00      6.00000E-02      4.61000E-02
      0.00000E+00      0.00000E+00      9.83000E-02      5.29000E-02
      0.00000E+00      0.00000E+00      1.51100E-01      5.64000E-02
      0.00000E+00      0.00000E+00      1.85900E-01      5.72000E-02
      0.00000E+00      0.00000E+00      1.78000E-01      6.66000E-02
      0.00000E+00      0.00000E+00      1.36000E-01      7.00000E-02
      0.00000E+00      0.00000E+00      8.46000E-02      6.40000E-02
      0.00000E+00      0.00000E+00      3.06000E-02      6.15000E-02
      0.00000E+00      0.00000E+00      1.40000E-03      5.81000E-02
