# entry-subent-pointer  : 41746--00-3-2 
# EXFOR reaction        : ['102-NO-252', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : No-252 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : A.V.Isaev 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,APP/BS,14,835,2021) 
# year                  : 2021 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41746.x4 
# nds                   : https://nds.iaea.org/EXFOR/41746
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      1.00000E-02      8.00000E-03
      0.00000E+00      0.00000E+00      1.20000E-02      1.80000E-02
      0.00000E+00      0.00000E+00      8.10000E-02      2.30000E-02
      0.00000E+00      0.00000E+00      2.01000E-01      2.40000E-02
      0.00000E+00      0.00000E+00      2.76000E-01      2.50000E-02
      0.00000E+00      0.00000E+00      2.25000E-01      2.40000E-02
      0.00000E+00      0.00000E+00      1.22000E-01      2.60000E-02
      0.00000E+00      0.00000E+00      5.50000E-02      2.00000E-02
      0.00000E+00      0.00000E+00      1.80000E-02      2.10000E-02
      0.00000E+00      0.00000E+00      0.00000E+00      1.00000E-02
