# entry-subent-pointer  : 22470--00-3-0 
# EXFOR reaction        : ['93-NP-237', ['N,F'], 'MASS,PRE,FY'] 
# incident energy       : 1.00e+00 MeV 
# target                : Np-237 
# product               : 61.0 <= mass <= 177.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : F.-J.Hambsch 
# institute             : (2ZZZGEL): EC Joint Research Centre (EC-JRC), Geel 
# reference             : ((S,ISINN-3,299,1995)=(S,JINR-E3-95-307,299,1995)) 
# year                  : 1995 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/224/22470.x4 
# nds                   : https://nds.iaea.org/EXFOR/22470
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             61.0              nan      1.86150E-05      1.86150E-05
              nan             62.0              nan      0.00000E+00              NAN
              nan             66.0              nan      1.86150E-05      1.86150E-05
              nan             69.0              nan      0.00000E+00              NAN
              nan             70.0              nan      3.72310E-05      2.63260E-05
              nan             71.0              nan      1.86150E-05      1.86150E-05
              nan             72.0              nan      1.11692E-04      4.55980E-05
              nan             73.0              nan      1.86150E-05      1.86150E-05
              nan             74.0              nan      7.44610E-05      3.72300E-05
              nan             75.0              nan      3.72310E-05      2.63260E-05
              nan             76.0              nan      1.67538E-04      5.58461E-05
              nan             77.0              nan      2.97846E-04      7.44615E-05
              nan             78.0              nan      3.53692E-04      8.11426E-05
              nan             79.0              nan      6.70154E-04      1.11692E-04
              nan             80.0              nan      9.12154E-04      1.30308E-04
              nan             81.0              nan      1.50785E-03      1.67538E-04
              nan             82.0              nan      2.28969E-03      2.06455E-04
              nan             83.0              nan      3.25769E-03      2.46258E-04
              nan             84.0              nan      4.76554E-03      2.97846E-04
              nan             85.0              nan      6.01277E-03      3.34559E-04
              nan             86.0              nan      8.65616E-03      4.01420E-04
              nan             87.0              nan      1.13182E-02      4.59012E-04
              nan             88.0              nan      1.41663E-02      5.13528E-04
              nan             89.0              nan      1.82431E-02      5.82754E-04
              nan             90.0              nan      2.44792E-02      6.75048E-04
              nan             91.0              nan      2.71785E-02      7.11293E-04
              nan             92.0              nan      3.30982E-02      7.84943E-04
              nan             93.0              nan      4.15123E-02      8.79072E-04
              nan             94.0              nan      4.74320E-02      9.39662E-04
              nan             95.0              nan      4.97031E-02      9.61895E-04
              nan             96.0              nan      5.53622E-02      1.01518E-03
              nan             97.0              nan      5.63860E-02      1.02452E-03
              nan             98.0              nan      6.12632E-02      1.06791E-03
              nan             99.0              nan      6.34785E-02      1.08705E-03
              nan            100.0              nan      6.32365E-02      1.08498E-03
              nan            101.0              nan      6.38694E-02      1.09039E-03
              nan            102.0              nan      6.07606E-02      1.06352E-03
              nan            103.0              nan      5.59206E-02      1.02029E-03
              nan            104.0              nan      5.45803E-02      1.00799E-03
              nan            105.0              nan      4.69294E-02      9.34670E-04
              nan            106.0              nan      3.89620E-02      8.51641E-04
              nan            107.0              nan      2.89097E-02      7.33597E-04
              nan            108.0              nan      1.96951E-02      6.05501E-04
              nan            109.0              nan      1.44455E-02      5.18565E-04
              nan            110.0              nan      8.17215E-03      3.90036E-04
              nan            111.0              nan      5.08200E-03      3.07577E-04
              nan            112.0              nan      3.14600E-03      2.42000E-04
              nan            113.0              nan      1.24723E-03      1.52373E-04
              nan            114.0              nan      9.68000E-04      1.34237E-04
              nan            115.0              nan      3.72308E-04      8.32505E-05
              nan            116.0              nan      3.72308E-04      8.32505E-05
              nan            117.0              nan      1.30308E-04      4.92517E-05
              nan            118.0              nan      1.48923E-04      5.26522E-05
              nan            119.0              nan      4.09538E-04      8.73139E-05
              nan            120.0              nan      1.48923E-04      5.26523E-05
              nan            121.0              nan      1.30308E-04      4.92517E-05
              nan            122.0              nan      3.72308E-04      8.32505E-05
              nan            123.0              nan      3.72308E-04      8.32505E-05
              nan            124.0              nan      9.68000E-04      1.34237E-04
              nan            125.0              nan      1.24723E-03      1.52373E-04
              nan            126.0              nan      3.14600E-03      2.42000E-04
              nan            127.0              nan      5.08200E-03      3.07577E-04
              nan            128.0              nan      8.17215E-03      3.90036E-04
              nan            129.0              nan      1.44455E-02      5.18565E-04
              nan            130.0              nan      1.96951E-02      6.05501E-04
              nan            131.0              nan      2.89097E-02      7.33597E-04
              nan            132.0              nan      3.89620E-02      8.51641E-04
              nan            133.0              nan      4.69294E-02      9.34670E-04
              nan            134.0              nan      5.45803E-02      1.00799E-03
              nan            135.0              nan      5.59206E-02      1.02029E-03
              nan            136.0              nan      6.07606E-02      1.06352E-03
              nan            137.0              nan      6.38694E-02      1.09039E-03
              nan            138.0              nan      6.32365E-02      1.08498E-03
              nan            139.0              nan      6.34785E-02      1.08705E-03
              nan            140.0              nan      6.12632E-02      1.06791E-03
              nan            141.0              nan      5.63860E-02      1.02452E-03
              nan            142.0              nan      5.53622E-02      1.01518E-03
              nan            143.0              nan      4.97031E-02      9.61895E-04
              nan            144.0              nan      4.74320E-02      9.39662E-04
              nan            145.0              nan      4.15123E-02      8.79072E-04
              nan            146.0              nan      3.30982E-02      7.84943E-04
              nan            147.0              nan      2.71785E-02      7.11293E-04
              nan            148.0              nan      2.44792E-02      6.75048E-04
              nan            149.0              nan      1.82431E-02      5.82754E-04
              nan            150.0              nan      1.41663E-02      5.13528E-04
              nan            151.0              nan      1.13182E-02      4.59012E-04
              nan            152.0              nan      8.65615E-03      4.01419E-04
              nan            153.0              nan      6.01277E-03      3.34559E-04
              nan            154.0              nan      4.76554E-03      2.97846E-04
              nan            155.0              nan      3.25769E-03      2.46258E-04
              nan            156.0              nan      2.28969E-03      2.06455E-04
              nan            157.0              nan      1.50785E-03      1.67538E-04
              nan            158.0              nan      9.12154E-04      1.30308E-04
              nan            159.0              nan      6.70154E-04      1.11692E-04
              nan            160.0              nan      3.53692E-04      8.11426E-05
              nan            161.0              nan      2.97846E-04      7.44615E-05
              nan            162.0              nan      1.67538E-04      5.58461E-05
              nan            163.0              nan      3.72310E-05      2.63260E-05
              nan            164.0              nan      7.44610E-05      3.72310E-05
              nan            165.0              nan      1.86150E-05      1.86150E-05
              nan            166.0              nan      1.11692E-04      4.55982E-05
              nan            167.0              nan      1.86150E-05      1.86150E-05
              nan            168.0              nan      3.72310E-05      2.63260E-05
              nan            169.0              nan      0.00000E+00              NAN
              nan            172.0              nan      1.86150E-05      1.86150E-05
              nan            173.0              nan      0.00000E+00              NAN
              nan            177.0              nan      1.86150E-05      1.86150E-05
