# entry-subent-pointer  : 21785--00-4-0 
# EXFOR reaction        : ['90-TH-232', ['N,F'], ',PR,NU'] 
# incident energy       : 2.37e+00 MeV - 1.47e+01 MeV 
# target                : Th-232 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.Frehaut 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (C,82ANTWER,,78,1982) 
# year                  : 1982 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/217/21785.x4 
# nds                   : https://nds.iaea.org/EXFOR/21785
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      2.37000E+00      2.00000E-02      2.14600E+00      1.20000E-02
      2.59000E+00      8.00000E-02      2.18400E+00      2.10000E-02
      2.93000E+00      2.00000E-02      2.21500E+00      1.50000E-02
      3.39000E+00      6.00000E-02      2.23600E+00      1.40000E-02
      3.91000E+00      6.00000E-02      2.28900E+00      1.50000E-02
      4.43000E+00      5.00000E-02      2.36900E+00      1.50000E-02
      4.49000E+00      1.20000E-01      2.33800E+00      2.00000E-02
      4.95000E+00      5.00000E-02      2.44000E+00      1.50000E-02
      5.13000E+00      9.00000E-02      2.49000E+00      1.70000E-02
      5.47000E+00      5.00000E-02      2.51900E+00      1.80000E-02
      5.72000E+00      7.00000E-02      2.54700E+00      2.30000E-02
      5.98000E+00      4.00000E-02      2.62300E+00      2.00000E-02
      6.27000E+00      6.00000E-02      2.77600E+00      1.40000E-02
      6.49000E+00      4.00000E-02      2.84900E+00      1.80000E-02
      6.82000E+00      5.00000E-02      2.77600E+00      2.40000E-02
      6.90000E+00      2.00000E-01      3.01500E+00      1.10000E-02
      7.00000E+00      4.00000E-02      2.98400E+00      2.10000E-02
      7.35000E+00      2.50000E-01      3.06600E+00      1.40000E-02
      7.51000E+00      4.00000E-02      3.03500E+00      2.30000E-02
      7.88000E+00      2.20000E-01      3.05500E+00      1.30000E-02
      8.39000E+00      2.00000E-01      3.11500E+00      1.20000E-02
      8.90000E+00      1.80000E-01      3.15000E+00      1.40000E-02
      9.40000E+00      1.70000E-01      3.21100E+00      1.60000E-02
      9.90000E+00      1.60000E-01      3.27800E+00      1.50000E-02
      1.03900E+01      1.50000E-01      3.32900E+00      1.70000E-02
      1.08800E+01      1.40000E-01      3.44100E+00      2.00000E-02
      1.13700E+01      1.30000E-01      3.48700E+00      1.60000E-02
      1.18600E+01      1.30000E-01      3.58600E+00      2.10000E-02
      1.23400E+01      1.20000E-01      3.62300E+00      1.90000E-02
      1.28500E+01      1.10000E-01      3.69200E+00      1.80000E-02
      1.33100E+01      1.10000E-01      3.79200E+00      2.10000E-02
      1.38000E+01      1.00000E-01      3.89100E+00      2.00000E-02
      1.42900E+01      1.00000E-01      3.97800E+00      2.60000E-02
      1.47400E+01      1.00000E-01      4.06100E+00      2.30000E-02
