# entry-subent-pointer  : O0921-007-0 
# EXFOR reaction        : ['1-H-2', ['82-PB-208,X'], 'MASS,,AKE,FF'] 
# incident energy       : 1.00e-06 MeV 
# target                : H-2 
# product               : 130.0 <= mass <= 206.0 
# level energy          : - 
# MF-MT number          : ? - residual 
# first author          : T.Enqvist 
# institute             : (2GERGSI): GSI Helmholtzzent. f. Schwerionenforschung, Darmstadt 
# reference             : (J,NP/A,703,435,2002) 
# year                  : 2002 
# facility              : (SYNCH): Synchrotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O09/O0921.x4 
# nds                   : https://nds.iaea.org/EXFOR/O0921
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      1.00000E-06      0.00000E+00      2.30000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      2.31000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      2.04000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.97000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.82000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.67000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.61000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.43000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.31000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.25000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.10000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      1.02000E+06      0.00000E+00
      1.00000E-06      0.00000E+00      9.30000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      7.80000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      7.70000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      6.20000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      5.20000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      4.70000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      3.40000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      3.00000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      2.80000E+05      0.00000E+00
      1.00000E-06      0.00000E+00      1.50000E+05      0.00000E+00
