# entry-subent-pointer  : L0185-003-0 
# EXFOR reaction        : ['92-U-236', ['G,F'], ',PR,NU'] 
# incident energy       : 6.5010e+00 MeV - 1.6783e+01 MeV 
# target                : U-236 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.T.Caldwell 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,NSE,73,(2),153,1980) 
# year                  : 1980 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0185.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0185
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      6.50100E+00      0.00000E+00      2.37400E+00      2.24000E-01
      7.21700E+00      0.00000E+00      2.56100E+00      3.18000E-01
      7.45500E+00      0.00000E+00      2.52300E+00      2.99000E-01
      7.71800E+00      0.00000E+00      2.89700E+00      2.43000E-01
      7.93200E+00      0.00000E+00      3.17800E+00      2.99000E-01
      8.19500E+00      0.00000E+00      2.59800E+00      3.36000E-01
      8.45700E+00      0.00000E+00      2.87800E+00      2.80000E-01
      8.69600E+00      0.00000E+00      3.14000E+00      2.99000E-01
      8.91100E+00      0.00000E+00      2.84100E+00      2.43000E-01
      9.43500E+00      0.00000E+00      2.91600E+00      1.87000E-01
      9.93600E+00      0.00000E+00      2.84100E+00      1.68000E-01
      1.03900E+01      0.00000E+00      3.17800E+00      1.31000E-01
      1.05330E+01      0.00000E+00      3.04700E+00      1.31000E-01
      1.08910E+01      0.00000E+00      3.10300E+00      9.30000E-02
      1.12490E+01      0.00000E+00      3.32700E+00      1.31000E-01
      1.13920E+01      0.00000E+00      3.34600E+00      1.12000E-01
      1.15350E+01      0.00000E+00      3.08400E+00      9.30000E-02
      1.17500E+01      0.00000E+00      3.15900E+00      7.50000E-02
      1.18690E+01      0.00000E+00      3.32700E+00      1.31000E-01
      1.19880E+01      0.00000E+00      2.99100E+00      9.30000E-02
      1.22270E+01      0.00000E+00      3.34600E+00      1.12000E-01
      1.23700E+01      0.00000E+00      3.34600E+00      1.50000E-01
      1.25130E+01      0.00000E+00      3.21500E+00      1.31000E-01
      1.27280E+01      0.00000E+00      3.36400E+00      9.30000E-02
      1.28710E+01      0.00000E+00      3.27100E+00      1.68000E-01
      1.29900E+01      0.00000E+00      3.34600E+00      9.30000E-02
      1.32290E+01      0.00000E+00      3.30800E+00      7.50000E-02
      1.33480E+01      0.00000E+00      3.58900E+00      1.50000E-01
      1.38250E+01      0.00000E+00      3.45800E+00      2.62000E-01
      1.43500E+01      0.00000E+00      3.49500E+00      1.68000E-01
      1.48270E+01      0.00000E+00      3.64500E+00      1.50000E-01
      1.53280E+01      0.00000E+00      3.64500E+00      1.31000E-01
      1.58290E+01      0.00000E+00      3.53300E+00      2.06000E-01
      1.63060E+01      0.00000E+00      3.94400E+00      2.43000E-01
      1.67830E+01      0.00000E+00      3.88800E+00      2.06000E-01
