# entry-subent-pointer  : 22161--00-2-1 
# EXFOR reaction        : ['92-U-235', ['N,F'], 'ELEM/MASS,IND,FY,,MXW'] 
# incident energy       : 2.53e-08 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : G.Rudstam 
# institute             : (2SWDSWR): Studsvik Science Research Laboratory 
# reference             : (J,RCA,49,155,1990) 
# year                  : 1990 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/221/22161.x4 
# nds                   : https://nds.iaea.org/EXFOR/22161
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             31.0             77.0              nan      1.10000E-05      1.10000E-05
             31.0             78.0              nan      4.80000E-05      1.50000E-05
             31.0             79.0              nan      1.86000E-04      4.20000E-05
             31.0             80.0              nan      1.19000E-04      2.50000E-05
             32.0             79.0              0.0      5.00000E-05      2.80000E-04
             32.0             79.0              1.0      1.80000E-04      3.00000E-05
             32.0             80.0              nan      1.03000E-03      6.00000E-05
             32.0             81.0              0.0      1.37000E-03      2.20000E-04
             32.0             81.0              1.0      6.00000E-04      1.30000E-04
             32.0             82.0              nan      1.57000E-03      3.00000E-04
             32.0             83.0              nan      4.80000E-04      3.00000E-05
             33.0             81.0              nan      5.60000E-04      7.00000E-05
             33.0             82.0              0.0      1.90000E-03      7.00000E-04
             33.0             82.0              1.0      4.00000E-04      1.20000E-04
             33.0             83.0              nan      8.60000E-04      2.70000E-04
             34.0             83.0              0.0      4.60000E-03      1.10000E-03
             34.0             83.0              1.0      5.80000E-04      3.60000E-04
             34.0             84.0              nan      7.09000E-03      9.00000E-05
             34.0             85.0              nan      8.30000E-03      1.40000E-03
             34.0             86.0              nan      7.40000E-03      1.40000E-03
             34.0             87.0              nan      9.70000E-03      1.90000E-03
             34.0             88.0              nan      2.49000E-03      3.10000E-04
             35.0             84.0              1.0      1.70000E-04      2.00000E-05
             35.0             84.0              1.0      2.40000E-04      5.00000E-05
             35.0             84.0              1.0      1.66000E-04      1.40000E-05
             35.0             85.0              nan      1.18000E-02      1.90000E-03
             35.0             86.0              nan      7.40000E-03      7.00000E-04
             35.0             87.0              nan      1.42000E-02      4.00000E-04
             35.0             88.0              nan      1.11000E-02      1.30000E-03
             35.0             89.0              nan      9.90000E-03      1.40000E-03
             35.0             90.0              nan      4.10000E-03      8.00000E-04
             36.0             89.0              nan      3.76000E-02      5.80000E-03
             36.0             90.0              nan      4.40000E-02      1.30000E-03
             36.0             91.0              nan      2.95000E-02      3.50000E-03
             36.0             92.0              nan      1.65000E-02      7.00000E-04
             37.0             88.0              nan      1.64000E-03      1.60000E-04
             37.0             89.0              nan      1.17000E-02      1.10000E-03
             37.0             90.0              0.0      4.30000E-03      7.00000E-04
             37.0             90.0              1.0      5.90000E-03      7.00000E-04
             37.0             91.0              nan      2.24000E-02      4.00000E-04
             37.0             92.0              nan      2.75000E-02      2.90000E-03
             37.0             93.0              nan      2.95000E-02      2.50000E-03
             37.0             94.0              nan      1.24000E-02      1.10000E-03
             37.0             95.0              nan      7.10000E-03      5.00000E-04
             38.0             93.0              nan      1.98000E-02      4.20000E-03
             38.0             94.0              nan      4.70000E-02      7.00000E-03
             38.0             95.0              nan      4.51000E-02      9.00000E-04
             38.0             96.0              nan      3.63000E-02      6.00000E-04
             38.0             97.0              nan      2.58000E-02      5.40000E-03
             38.0             98.0              nan      3.70000E-02      9.00000E-03
             47.0            113.0              1.0      1.30000E-05      4.00000E-06
             47.0            114.0              nan      1.10000E-05      2.10000E-05
             47.0            115.0              1.0      1.40000E-05      9.00000E-06
             47.0            116.0              0.0      8.00000E-05      5.70000E-05
             47.0            116.0              1.0      1.29000E-05      2.70000E-06
             47.0            116.0              1.0      1.80000E-05      7.00000E-06
             47.0            116.0              1.0      1.20000E-05      2.90000E-06
             47.0            117.0              1.0      5.60000E-05      1.30000E-05
             47.0            118.0              0.0      3.80000E-05      1.00000E-05
             47.0            118.0              1.0      3.00000E-05      9.00000E-06
             47.0            118.0              1.0      3.00000E-05      9.00000E-06
             47.0            119.0              nan      8.30000E-05      2.00000E-05
             47.0            120.0              0.0      1.00000E-05      1.10000E-05
             47.0            120.0              1.0      5.60000E-05      1.90000E-05
             47.0            120.0              1.0      5.60000E-05      1.90000E-05
             48.0            119.0              0.0      2.80000E-05      1.90000E-05
             48.0            121.0              0.0      7.00000E-06      8.00000E-06
             48.0            121.0              1.0      5.80000E-05      2.00000E-05
             48.0            124.0              nan      1.54000E-04      6.10000E-05
             49.0            119.0              0.0      5.40000E-06      1.30000E-06
             49.0            120.0              0.0      3.50000E-06      6.80000E-06
             49.0            120.0              1.0      8.00000E-07      7.00000E-07
             49.0            120.0              1.0      1.70000E-06      8.00000E-07
             49.0            120.0              1.0      2.30000E-06      7.00000E-07
             49.0            120.0              1.0      1.60000E-06      5.00000E-07
             49.0            120.0              2.0      1.20000E-06      5.00000E-07
             49.0            120.0              2.0      2.10000E-06      6.00000E-07
             49.0            120.0              2.0      2.60000E-06      6.00000E-07
             49.0            120.0              2.0      3.00000E-06      7.00000E-07
             49.0            121.0              0.0      2.70000E-05      8.00000E-06
             49.0            122.0              0.0      1.10000E-05      1.60000E-05
             49.0            122.0              1.0      8.00000E-06      5.00000E-06
             49.0            122.0              1.0      9.60000E-06      1.50000E-06
             49.0            122.0              1.0      9.30000E-06      1.90000E-06
             49.0            122.0              1.0      1.10000E-05      3.00000E-06
             49.0            122.0              2.0      1.60000E-05      5.00000E-06
             49.0            122.0              2.0      2.20000E-05      5.00000E-06
             49.0            122.0              2.0      1.90000E-05      3.00000E-06
             49.0            122.0              2.0      1.90000E-05      3.00000E-06
             49.0            123.0              0.0      7.80000E-05      3.70000E-05
             49.0            123.0              1.0      5.00000E-06      8.00000E-06
             49.0            124.0              0.0      6.00000E-06      4.00000E-05
             49.0            124.0              1.0      3.50000E-05      7.00000E-06
             49.0            124.0              1.0      5.10000E-05      1.10000E-05
             49.0            124.0              1.0      3.00000E-05      9.00000E-06
             49.0            124.0              1.0      3.70000E-05      5.00000E-06
             49.0            125.0              0.0      1.30000E-04      7.00000E-05
             49.0            126.0              0.0      7.00000E-05      9.00000E-05
             49.0            126.0              1.0      3.20000E-05      1.10000E-05
             49.0            126.0              1.0      5.30000E-05      1.40000E-05
             49.0            126.0              1.0      4.40000E-05      8.00000E-06
             49.0            126.0              1.0      5.50000E-05      1.40000E-05
             49.0            127.0              0.0      5.20000E-04      1.30000E-04
             49.0            127.0              1.0      7.90000E-05      3.30000E-05
             49.0            128.0              0.0      3.00000E-04      8.00000E-05
             49.0            128.0              1.0      1.30000E-04      2.90000E-05
             49.0            128.0              1.0      1.36000E-04      3.90000E-05
             49.0            128.0              1.0      1.22000E-04      4.50000E-05
             49.0            128.0              1.0      1.30000E-04      2.90000E-05
             49.0            130.0              1.0      5.20000E-05      2.10000E-05
             49.0            130.0              1.0      5.60000E-05      1.00000E-05
             49.0            130.0              1.0      5.10000E-05      1.30000E-05
             49.0            130.0              1.0      7.20000E-05      2.10000E-05
             49.0            130.0              2.0      3.70000E-05      1.10000E-05
             49.0            130.0              2.0      2.90000E-05      1.00000E-05
             49.0            130.0              2.0      3.20000E-05      5.00000E-06
             49.0            130.0              2.0      3.20000E-05      8.00000E-06
             50.0            127.0              1.0      1.00000E-04      2.40000E-04
             50.0            129.0              0.0      2.36000E-03      3.10000E-04
             50.0            129.0              1.0      1.78000E-03      3.40000E-04
             50.0            130.0              0.0      9.40000E-03      9.00000E-04
             50.0            130.0              1.0      1.36000E-03      2.30000E-04
             50.0            131.0              1.0      8.30000E-03      8.00000E-04
             50.0            132.0              nan      6.10000E-03      2.00000E-04
             51.0            130.0              1.0      2.04000E-03      2.70000E-04
             51.0            131.0              nan      1.76000E-02      2.90000E-03
             51.0            132.0              0.0      3.40000E-03      3.00000E-04
             51.0            132.0              0.0      3.50000E-03      4.00000E-04
             51.0            132.0              0.0      3.40000E-03      3.00000E-04
             51.0            132.0              1.0      1.32000E-02      1.40000E-03
             51.0            132.0              1.0      1.26000E-02      2.40000E-03
             51.0            132.0              1.0      1.35000E-02      1.70000E-03
             51.0            133.0              nan      2.13000E-02      1.40000E-03
             51.0            134.0              1.0      4.00000E-03      7.00000E-04
             52.0            133.0              0.0      1.19000E-02      1.90000E-03
             52.0            133.0              1.0      4.30000E-02      8.00000E-03
             52.0            134.0              nan      6.40000E-02      2.50000E-03
             52.0            135.0              nan      3.48000E-02      3.00000E-03
             53.0            133.0              1.0      1.20000E-04      3.00000E-05
             53.0            134.0              0.0      1.20000E-02      1.00000E-02
             53.0            134.0              1.0      3.00000E-03      5.00000E-04
             53.0            134.0              1.0      2.80000E-03      3.00000E-04
             53.0            134.0              1.0      2.70000E-03      3.00000E-04
             53.0            136.0              0.0      2.90000E-03      2.40000E-03
             53.0            136.0              1.0      1.09000E-02      1.20000E-03
             54.0            138.0              nan      5.78000E-02      1.50000E-03
             54.0            140.0              nan      3.58000E-02      7.00000E-04
             54.0            141.0              nan      1.15000E-02      4.30000E-03
             55.0            138.0              1.0      3.10000E-03      5.00000E-04
             55.0            140.0              nan      2.40000E-02      6.00000E-03
             55.0            141.0              nan      3.11000E-02      4.70000E-03
             55.0            142.0              nan      2.23000E-02      3.80000E-03
             56.0            143.0              nan      6.10000E-02      8.00000E-03
             56.0            144.0              nan      3.93000E-02      5.00000E-04
             56.0            145.0              nan      2.25000E-02      5.50000E-03
             56.0            146.0              nan      8.00000E-03      2.60000E-03
