# entry-subent-pointer  : 41378--00-6-0 
# EXFOR reaction        : ['95-AM-241', ['N,F'], ',PR,NU'] 
# incident energy       : 7.67e-01 MeV - 1.10e+01 MeV 
# target                : Am-241 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.67000E-01      0.00000E+00      3.14100E+00      6.00000E-02
      9.57000E-01      0.00000E+00      3.19500E+00      3.30000E-02
      1.16000E+00      0.00000E+00      3.29200E+00      2.90000E-02
      1.35900E+00      0.00000E+00      3.32100E+00      3.10000E-02
      1.56000E+00      0.00000E+00      3.29300E+00      2.90000E-02
      1.75700E+00      0.00000E+00      3.31800E+00      4.40000E-02
      1.95700E+00      0.00000E+00      3.39400E+00      2.80000E-02
      2.16700E+00      0.00000E+00      3.45300E+00      4.40000E-02
      2.36500E+00      0.00000E+00      3.44100E+00      4.50000E-02
      2.55400E+00      0.00000E+00      3.47100E+00      4.20000E-02
      2.76600E+00      0.00000E+00      3.57700E+00      4.20000E-02
      2.97800E+00      0.00000E+00      3.51300E+00      5.30000E-02
      3.18600E+00      0.00000E+00      3.61400E+00      5.30000E-02
      3.66400E+00      0.00000E+00      3.66100E+00      3.00000E-02
      4.33300E+00      0.00000E+00      3.77700E+00      6.80000E-02
      4.81900E+00      0.00000E+00      3.90500E+00      4.80000E-02
      5.31500E+00      0.00000E+00      3.82300E+00      8.00000E-02
      5.75100E+00      0.00000E+00      3.85200E+00      8.30000E-02
      6.26500E+00      0.00000E+00      4.07000E+00      7.40000E-02
      6.82400E+00      0.00000E+00      4.08900E+00      1.03000E-01
      7.27500E+00      0.00000E+00      4.13900E+00      1.02000E-01
      7.77900E+00      0.00000E+00      4.40800E+00      1.04000E-01
      8.33700E+00      0.00000E+00      4.27600E+00      1.38000E-01
      8.83300E+00      0.00000E+00      4.51100E+00      1.48000E-01
      9.61300E+00      0.00000E+00      4.58200E+00      1.38000E-01
      1.10050E+01      0.00000E+00      4.84100E+00      1.90000E-01
