# entry-subent-pointer  : 41495-003-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',DL,NU'] 
# incident energy       : 3.4000e-01 MeV - 4.9000e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 455 
# first author          : V.M.Piksaikin 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,PTE,,(6),29,2006) 
# year                  : 2006 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/414/41495.x4 
# nds                   : https://nds.iaea.org/EXFOR/41495
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      3.40000E-01      7.00000E-02      6.51000E-03      2.00000E-04
      5.90000E-01      8.00000E-02      6.45000E-03      9.00000E-05
      8.10000E-01      9.00000E-02      6.43000E-03      1.00000E-04
      1.01000E+00      1.00000E-01      6.56000E-03      1.40000E-04
      3.23000E+00      1.50000E-01      7.12000E-03      3.30000E-04
      3.75000E+00      1.40000E-01      7.04000E-03      1.70000E-04
      4.20000E+00      1.70000E-01      6.89000E-03      1.70000E-04
      4.72000E+00      2.10000E-01      6.68000E-03      1.90000E-04
      4.90000E+00      1.20000E-01      6.08000E-03      9.40000E-04
