# entry-subent-pointer  : 40189--00-3-0 
# EXFOR reaction        : ['92-U-233', ['N,F'], ',PR,NU'] 
# incident energy       : 8.00e-02 MeV - 1.40e+00 MeV 
# target                : U-233 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.Nurpeisov 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,SJA,34,603,1973) 
# year                  : 1973 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/401/40189.x4 
# nds                   : https://nds.iaea.org/EXFOR/40189
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      8.00000E-02      0.00000E+00      2.46900E+00      1.60000E-02
      3.25000E-01      4.80000E-02      2.48200E+00      1.40000E-02
      4.00000E-01      4.40000E-02      2.48400E+00      1.60000E-02
      5.00000E-01      4.50000E-02      2.51800E+00      1.60000E-02
      6.00000E-01      4.30000E-02      2.53100E+00      1.50000E-02
      7.00000E-01      4.10000E-02      2.55200E+00      1.40000E-02
      8.00000E-01      3.60000E-02      2.54600E+00      1.70000E-02
      9.00000E-01      4.20000E-02      2.55600E+00      1.60000E-02
      1.00000E+00      3.80000E-02      2.59400E+00      1.60000E-02
      1.10000E+00      3.70000E-02      2.60500E+00      1.60000E-02
      1.20000E+00      3.00000E-02      2.60400E+00      1.60000E-02
      1.30000E+00      3.00000E-02      2.61200E+00      1.70000E-02
      1.40000E+00      2.90000E-02      2.63300E+00      2.00000E-02
