# entry-subent-pointer  : O1296-004-0 
# EXFOR reaction        : ['14-SI-0', ['A,X'], '1-H-3,,DE'] 
# incident energy       : 4.55e+01 MeV 
# target                : Si-0 
# product               : H-3 
# level energy          : 6.60e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : P.Demetriou 
# institute             : (2BLGLVN): Catholic University of Louvain, Louvain-la-Neuve 
# reference             : (J,PR/C,72,034607,2005) 
# year                  : 2005 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O12/O1296.x4 
# nds                   : https://nds.iaea.org/EXFOR/O1296
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      6.60000E+00      0.00000E+00      6.25000E-10      7.10000E-11
      7.80000E+00      0.00000E+00      6.13000E-10      7.00000E-11
      9.00000E+00      0.00000E+00      5.69000E-10      6.50000E-11
      1.02000E+01      0.00000E+00      5.33000E-10      6.30000E-11
      1.14000E+01      0.00000E+00      5.04000E-10      6.10000E-11
      1.26000E+01      0.00000E+00      5.01000E-10      6.20000E-11
      1.38000E+01      0.00000E+00      4.09000E-10      5.30000E-11
      1.50000E+01      0.00000E+00      3.71000E-10      5.10000E-11
      1.62000E+01      0.00000E+00      3.59000E-10      5.10000E-11
      1.74000E+01      0.00000E+00      3.45000E-10      5.10000E-11
      1.86000E+01      0.00000E+00      2.85000E-10      7.40000E-11
      1.98000E+01      0.00000E+00      2.79000E-10      5.90000E-11
      2.10000E+01      0.00000E+00      3.78000E-10      8.30000E-11
      2.22000E+01      0.00000E+00      3.16000E-10      5.60000E-11
      2.34000E+01      0.00000E+00      9.13000E-10      2.60000E-10
      2.46000E+01      0.00000E+00      5.71000E-10      1.80000E-10
      2.58000E+01      0.00000E+00      7.88000E-10      2.72000E-10
      2.70000E+01      0.00000E+00      1.92000E-10      6.50000E-11
      2.82000E+01      0.00000E+00      6.20000E-11      2.90000E-11
