# entry-subent-pointer  : S0036--00-2-0 
# EXFOR reaction        : ['25-MN-55', ['A,P'], '26-FE-58,,DE'] 
# incident energy       : 2.66e+01 MeV 
# target                : Mn-55 
# product               : Fe-58 
# level energy          : 3.20e+00 MeV 
# MF-MT number          : 5 - 103 
# first author          : Cheng Yehao 
# institute             : (3CPRAEP): China Institute of Atomic Energy, Beijing 
# reference             : (J,CNP,6,(3),210,198408) 
# year                  : 1984 
# facility              : (ISOCY): Isochronous cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/S00/S0036.x4 
# nds                   : https://nds.iaea.org/EXFOR/S0036
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      3.20000E+00      0.00000E+00      3.58100E-09              NAN
      3.40000E+00      0.00000E+00      9.55200E-09              NAN
      3.60000E+00      0.00000E+00      1.60800E-08              NAN
      3.80000E+00      0.00000E+00      2.05400E-08              NAN
      4.00000E+00      0.00000E+00      2.72600E-08              NAN
      4.20000E+00      0.00000E+00      3.33400E-08              NAN
      4.40000E+00      0.00000E+00      4.03300E-08              NAN
      4.60000E+00      0.00000E+00      4.11400E-08              NAN
      4.80000E+00      0.00000E+00      4.11700E-08              NAN
      5.00000E+00      0.00000E+00      4.06700E-08              NAN
      5.20000E+00      0.00000E+00      3.97000E-08              NAN
      5.40000E+00      0.00000E+00      3.82800E-08              NAN
      5.60000E+00      0.00000E+00      3.65900E-08              NAN
      5.80000E+00      0.00000E+00      3.47000E-08              NAN
      6.00000E+00      0.00000E+00      3.28500E-08              NAN
      6.20000E+00      0.00000E+00      3.10800E-08              NAN
      6.40000E+00      0.00000E+00      2.92300E-08              NAN
      6.60000E+00      0.00000E+00      2.73800E-08              NAN
      6.80000E+00      0.00000E+00      2.54700E-08              NAN
      7.00000E+00      0.00000E+00      2.38200E-08              NAN
      7.20000E+00      0.00000E+00      2.21900E-08              NAN
      7.40000E+00      0.00000E+00      2.05500E-08              NAN
      7.60000E+00      0.00000E+00      1.91900E-08              NAN
      7.80000E+00      0.00000E+00      1.78300E-08              NAN
      8.00000E+00      0.00000E+00      1.66000E-08              NAN
      8.20000E+00      0.00000E+00      1.53900E-08              NAN
      8.40000E+00      0.00000E+00      1.43300E-08              NAN
      8.60000E+00      0.00000E+00      1.33800E-08              NAN
      8.80000E+00      0.00000E+00      1.23800E-08              NAN
      9.00000E+00      0.00000E+00      1.15100E-08              NAN
      9.20000E+00      0.00000E+00      1.07100E-08              NAN
      9.40000E+00      0.00000E+00      9.88000E-09              NAN
      9.60000E+00      0.00000E+00      9.21300E-09              NAN
      9.80000E+00      0.00000E+00      8.45100E-09              NAN
      1.00000E+01      0.00000E+00      7.80800E-09              NAN
      1.02000E+01      0.00000E+00      7.22400E-09              NAN
      1.04000E+01      0.00000E+00      6.70000E-09              NAN
      1.06000E+01      0.00000E+00      6.15900E-09              NAN
      1.08000E+01      0.00000E+00      5.71400E-09              NAN
      1.10000E+01      0.00000E+00      5.29200E-09              NAN
      1.12000E+01      0.00000E+00      4.87400E-09              NAN
      1.14000E+01      0.00000E+00      4.51700E-09              NAN
      1.16000E+01      0.00000E+00      4.17700E-09              NAN
      1.18000E+01      0.00000E+00      3.90100E-09              NAN
      1.20000E+01      0.00000E+00      3.63000E-09              NAN
      1.22000E+01      0.00000E+00      3.39000E-09              NAN
      1.24000E+01      0.00000E+00      3.19800E-09              NAN
      1.26000E+01      0.00000E+00      3.00800E-09              NAN
      1.28000E+01      0.00000E+00      2.84200E-09              NAN
      1.30000E+01      0.00000E+00      2.65700E-09              NAN
      1.32000E+01      0.00000E+00      2.50100E-09              NAN
      1.34000E+01      0.00000E+00      2.33700E-09              NAN
      1.36000E+01      0.00000E+00      2.20800E-09              NAN
      1.38000E+01      0.00000E+00      2.06200E-09              NAN
      1.40000E+01      0.00000E+00      1.92800E-09              NAN
      1.42000E+01      0.00000E+00      1.79000E-09              NAN
      1.44000E+01      0.00000E+00      1.66200E-09              NAN
      1.46000E+01      0.00000E+00      1.54900E-09              NAN
      1.48000E+01      0.00000E+00      1.45000E-09              NAN
      1.50000E+01      0.00000E+00      1.32400E-09              NAN
      1.52000E+01      0.00000E+00      1.22300E-09              NAN
      1.54000E+01      0.00000E+00      1.14600E-09              NAN
      1.56000E+01      0.00000E+00      1.05900E-09              NAN
      1.58000E+01      0.00000E+00      9.79900E-10              NAN
      1.60000E+01      0.00000E+00      9.16700E-10              NAN
      1.62000E+01      0.00000E+00      8.35900E-10              NAN
      1.64000E+01      0.00000E+00      7.72500E-10              NAN
      1.66000E+01      0.00000E+00      7.12500E-10              NAN
      1.68000E+01      0.00000E+00      6.59700E-10              NAN
      1.70000E+01      0.00000E+00      6.08700E-10              NAN
      1.72000E+01      0.00000E+00      5.66600E-10              NAN
      1.74000E+01      0.00000E+00      5.24900E-10              NAN
      1.76000E+01      0.00000E+00      4.82300E-10              NAN
      1.78000E+01      0.00000E+00      4.47700E-10              NAN
      1.80000E+01      0.00000E+00      4.08700E-10              NAN
      1.82000E+01      0.00000E+00      3.71000E-10              NAN
      1.84000E+01      0.00000E+00      3.43500E-10              NAN
      1.86000E+01      0.00000E+00      3.19000E-10              NAN
      1.88000E+01      0.00000E+00      2.80400E-10              NAN
