# entry-subent-pointer  : 23119--00-5-0 
# EXFOR reaction        : ['90-TH-232', ['N,F'], 'MASS,PRE,FY,,AV'] 
# incident energy       : 2.25e+01 MeV 
# target                : Th-232 
# product               : 31.0 <= mass <= 199.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : I.V.Ryzhov 
# institute             : (2BLGLVN): Catholic University of Louvain, Louvain-la-Neuve 
# reference             : (J,PR/C,83,054603,2011) 
# year                  : 2011 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/231/23119.x4 
# nds                   : https://nds.iaea.org/EXFOR/23119
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             31.0              nan      0.00000E+00      0.00000E+00
              nan             33.0              nan      0.00000E+00      0.00000E+00
              nan             35.0              nan      2.33900E-05      3.25200E-05
              nan             37.0              nan      0.00000E+00      0.00000E+00
              nan             39.0              nan      0.00000E+00      0.00000E+00
              nan             41.0              nan      4.67800E-05      4.59900E-05
              nan             43.0              nan      4.67800E-05      4.60100E-05
              nan             45.0              nan      0.00000E+00      0.00000E+00
              nan             47.0              nan      7.01700E-05      5.63600E-05
              nan             49.0              nan      7.01700E-05      5.63600E-05
              nan             51.0              nan      2.33900E-05      3.25400E-05
              nan             53.0              nan      7.01700E-05      5.63600E-05
              nan             55.0              nan      7.01700E-05      5.63600E-05
              nan             57.0              nan      0.00000E+00      0.00000E+00
              nan             59.0              nan      2.33900E-05      3.25200E-05
              nan             61.0              nan      4.67800E-05      4.60100E-05
              nan             63.0              nan      4.67800E-05      4.60100E-05
              nan             65.0              nan      2.33800E-05      3.25400E-05
              nan             67.0              nan      7.01400E-05      5.63200E-05
              nan             69.0              nan      7.00900E-05      5.63300E-05
              nan             71.0              nan      1.40070E-04      7.96200E-05
              nan             73.0              nan      5.37390E-04      1.55940E-04
              nan             75.0              nan      8.64290E-04      1.97760E-04
              nan             77.0              nan      3.03400E-03      3.70530E-04
              nan             79.0              nan      5.97055E-03      5.19790E-04
              nan             81.0              nan      1.08743E-02      7.01470E-04
              nan             83.0              nan      1.79165E-02      9.00410E-04
              nan             85.0              nan      2.99458E-02      1.16410E-03
              nan             87.0              nan      3.62809E-02      1.28131E-03
              nan             89.0              nan      4.50159E-02      1.42729E-03
              nan             91.0              nan      4.93279E-02      1.49407E-03
              nan             93.0              nan      4.76935E-02      1.46910E-03
              nan             95.0              nan      4.47572E-02      1.42318E-03
              nan             97.0              nan      3.88011E-02      1.32509E-03
              nan             99.0              nan      3.11542E-02      1.18737E-03
              nan            101.0              nan      2.46652E-02      1.05650E-03
              nan            103.0              nan      1.97875E-02      9.46270E-04
              nan            105.0              nan      1.84110E-02      9.12800E-04
              nan            107.0              nan      1.59344E-02      8.49180E-04
              nan            109.0              nan      1.41471E-02      8.00130E-04
              nan            111.0              nan      1.55980E-02      8.40150E-04
              nan            113.0              nan      1.51959E-02      8.29250E-04
              nan            115.0              nan      1.50985E-02      8.26570E-04
              nan            117.0              nan      1.45388E-02      8.11130E-04
              nan            119.0              nan      1.55897E-02      8.39920E-04
              nan            121.0              nan      1.52193E-02      8.29890E-04
              nan            123.0              nan      1.49430E-02      8.22320E-04
              nan            125.0              nan      1.60417E-02      8.52040E-04
              nan            127.0              nan      1.82969E-02      9.09950E-04
              nan            129.0              nan      2.14283E-02      9.84730E-04
              nan            131.0              nan      2.78806E-02      1.12324E-03
              nan            133.0              nan      3.25478E-02      1.21363E-03
              nan            135.0              nan      4.06273E-02      1.35593E-03
              nan            137.0              nan      4.54908E-02      1.43479E-03
              nan            139.0              nan      4.82658E-02      1.47790E-03
              nan            141.0              nan      4.85823E-02      1.48273E-03
              nan            143.0              nan      4.35738E-02      1.40423E-03
              nan            145.0              nan      3.45370E-02      1.25015E-03
              nan            147.0              nan      2.64102E-02      1.09321E-03
              nan            149.0              nan      1.62157E-02      8.56610E-04
              nan            151.0              nan      8.46672E-03      6.18970E-04
              nan            153.0              nan      5.23724E-03      4.86820E-04
              nan            155.0              nan      2.39184E-03      3.29000E-04
              nan            157.0              nan      6.71580E-04      1.74310E-04
              nan            159.0              nan      4.19870E-04      1.37840E-04
              nan            161.0              nan      9.29800E-05      6.49600E-05
              nan            163.0              nan      4.65000E-05      4.59400E-05
              nan            165.0              nan      9.34800E-05      6.50300E-05
              nan            167.0              nan      0.00000E+00      0.00000E+00
              nan            169.0              nan      4.67700E-05      4.60100E-05
              nan            171.0              nan      4.67800E-05      4.60100E-05
              nan            173.0              nan      2.33900E-05      3.25200E-05
              nan            175.0              nan      2.33900E-05      3.25500E-05
              nan            177.0              nan      4.67800E-05      4.60100E-05
              nan            179.0              nan      7.01700E-05      5.63600E-05
              nan            181.0              nan      4.67800E-05      4.60100E-05
              nan            183.0              nan      7.01700E-05      5.63700E-05
              nan            185.0              nan      4.67800E-05      4.60100E-05
              nan            187.0              nan      2.33900E-05      3.25200E-05
              nan            189.0              nan      2.33900E-05      3.25400E-05
              nan            191.0              nan      4.67800E-05      4.59900E-05
              nan            193.0              nan      0.00000E+00      0.00000E+00
              nan            195.0              nan      0.00000E+00      0.00000E+00
              nan            197.0              nan      2.33900E-05      3.25200E-05
              nan            199.0              nan      0.00000E+00      0.00000E+00
