# entry-subent-pointer  : 41378--00-4-0 
# EXFOR reaction        : ['94-PU-240', ['N,F'], ',PR,NU'] 
# incident energy       : 5.09e-01 MeV - 1.17e+01 MeV 
# target                : Pu-240 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.09000E-01      0.00000E+00      2.87300E+00      4.60000E-02
      6.05000E-01      0.00000E+00      2.90000E+00      3.20000E-02
      7.05000E-01      0.00000E+00      2.94200E+00      2.70000E-02
      8.04000E-01      0.00000E+00      2.89200E+00      1.70000E-02
      9.05000E-01      0.00000E+00      2.92600E+00      2.40000E-02
      1.00300E+00      0.00000E+00      2.94100E+00      3.00000E-02
      1.10400E+00      0.00000E+00      2.94700E+00      2.60000E-02
      1.20600E+00      0.00000E+00      2.96100E+00      2.80000E-02
      1.30800E+00      0.00000E+00      2.96900E+00      3.50000E-02
      1.40700E+00      0.00000E+00      3.01100E+00      2.70000E-02
      1.50800E+00      0.00000E+00      2.98800E+00      2.30000E-02
      1.60900E+00      0.00000E+00      3.01400E+00      3.10000E-02
      1.71000E+00      0.00000E+00      3.07500E+00      2.50000E-02
      1.81300E+00      0.00000E+00      3.07800E+00      4.10000E-02
      1.93700E+00      0.00000E+00      3.08800E+00      2.10000E-02
      2.14000E+00      0.00000E+00      3.10000E+00      1.90000E-02
      2.39300E+00      0.00000E+00      3.12300E+00      2.20000E-02
      2.64600E+00      0.00000E+00      3.18700E+00      3.00000E-02
      2.89200E+00      0.00000E+00      3.21400E+00      3.40000E-02
      3.14600E+00      0.00000E+00      3.27600E+00      2.80000E-02
      3.40000E+00      0.00000E+00      3.27000E+00      3.20000E-02
      3.65300E+00      0.00000E+00      3.34000E+00      4.10000E-02
      3.90500E+00      0.00000E+00      3.31500E+00      4.30000E-02
      4.15200E+00      0.00000E+00      3.36300E+00      4.30000E-02
      4.40800E+00      0.00000E+00      3.41900E+00      3.10000E-02
      4.66500E+00      0.00000E+00      3.55900E+00      4.30000E-02
      4.91900E+00      0.00000E+00      3.49500E+00      4.20000E-02
      5.16600E+00      0.00000E+00      3.56000E+00      6.10000E-02
      5.42300E+00      0.00000E+00      3.72900E+00      6.90000E-02
      5.67900E+00      0.00000E+00      3.68800E+00      4.90000E-02
      5.92700E+00      0.00000E+00      3.59500E+00      6.70000E-02
      6.32300E+00      0.00000E+00      3.64500E+00      4.10000E-02
      6.82400E+00      0.00000E+00      3.80900E+00      4.80000E-02
      7.33600E+00      0.00000E+00      3.87200E+00      4.20000E-02
      7.84400E+00      0.00000E+00      3.95900E+00      3.80000E-02
      8.34900E+00      0.00000E+00      4.04000E+00      4.50000E-02
      8.87500E+00      0.00000E+00      4.18300E+00      8.10000E-02
      9.35600E+00      0.00000E+00      4.08100E+00      8.70000E-02
      9.87900E+00      0.00000E+00      4.28400E+00      9.70000E-02
      1.06310E+01      0.00000E+00      4.55700E+00      1.05000E-01
      1.16810E+01      0.00000E+00      4.54000E+00      1.25000E-01
