# entry-subent-pointer  : L0105-006-0 
# EXFOR reaction        : ['94-PU-240', ['G,F'], 'MASS,PRE,AKE,FF,BRS'] 
# incident energy       : 2.00e+01 MeV 
# target                : Pu-240 
# product               : 120.0 <= mass <= 159.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.Thierens 
# institute             : (2BLGGHT): Universiteit Gent, Gent 
# reference             : (J,PR/C,23,2104,1981) 
# year                  : 1981 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0105.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0105
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.00000E+01      0.00000E+00      1.68000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.68000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.69000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.69000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.70000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.73000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.74000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.75000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.77000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.78000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.79000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.80000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.81000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.80000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.80000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.80000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.79000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.79000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.78000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.77000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.76000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.75000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.75000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.73000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.72000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.71000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.70000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.69000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.68000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.67000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.66000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.65000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.65000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.64000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.62000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.62000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.61000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.60000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.60000E+08      0.00000E+00
      2.00000E+01      0.00000E+00      1.58000E+08      0.00000E+00
