# entry-subent-pointer  : 41378--00-8-0 
# EXFOR reaction        : ['96-CM-245', ['N,F'], ',PR,NU'] 
# incident energy       : 5.03e-01 MeV - 8.64e+00 MeV 
# target                : Cm-245 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.03000E-01      0.00000E+00      3.55000E+00      1.26000E-01
      6.97000E-01      0.00000E+00      3.62600E+00      7.40000E-02
      8.99000E-01      0.00000E+00      3.71300E+00      4.20000E-02
      1.12900E+00      0.00000E+00      3.63500E+00      7.90000E-02
      1.38000E+00      0.00000E+00      3.73000E+00      4.60000E-02
      1.63000E+00      0.00000E+00      3.76600E+00      3.40000E-02
      1.88500E+00      0.00000E+00      3.67300E+00      7.50000E-02
      2.13600E+00      0.00000E+00      3.84600E+00      6.60000E-02
      2.38800E+00      0.00000E+00      3.78800E+00      7.00000E-02
      2.63500E+00      0.00000E+00      3.87000E+00      6.50000E-02
      2.89500E+00      0.00000E+00      3.90300E+00      8.50000E-02
      3.25800E+00      0.00000E+00      3.94000E+00      7.90000E-02
      3.76900E+00      0.00000E+00      4.05100E+00      6.80000E-02
      4.30500E+00      0.00000E+00      4.04700E+00      1.06000E-01
      4.84200E+00      0.00000E+00      4.25900E+00      1.01000E-01
      5.29400E+00      0.00000E+00      4.35500E+00      1.61000E-01
      5.77100E+00      0.00000E+00      4.16500E+00      3.41000E-01
      6.56400E+00      0.00000E+00      4.51800E+00      1.29000E-01
      7.62900E+00      0.00000E+00      4.84100E+00      1.41000E-01
      8.64100E+00      0.00000E+00      4.83800E+00      3.96000E-01
