# entry-subent-pointer  : 23213-031-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], '2-HE-4,TER,AKE,LF+HF,MSC'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : He-4 
# level energy          : 7.95e+00 MeV 
# MF-MT number          : ? - 18 
# first author          : G.K.Mehta 
# institute             : (2FR SAC): CEA/Saclay 
# reference             : (J,PR/C,7,373,1973) 
# year                  : 1973 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/232/23213.x4 
# nds                   : https://nds.iaea.org/EXFOR/23213
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      0.00000E+00      0.00000E+00      1.73540E+08      4.50000E+05
      0.00000E+00      0.00000E+00      1.73450E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.73250E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.72650E+08      3.00000E+05
      0.00000E+00      0.00000E+00      1.72290E+08      2.10000E+05
      0.00000E+00      0.00000E+00      1.71780E+08      2.40000E+05
      0.00000E+00      0.00000E+00      1.71180E+08      2.70000E+05
      0.00000E+00      0.00000E+00      1.71240E+08      2.10000E+05
      0.00000E+00      0.00000E+00      1.71300E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.70880E+08      2.10000E+05
      0.00000E+00      0.00000E+00      1.70700E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.70380E+08      2.40000E+05
      0.00000E+00      0.00000E+00      1.70260E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.70170E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.69930E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.69840E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.69510E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.69330E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.68980E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.68890E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.69010E+08      2.70000E+05
      0.00000E+00      0.00000E+00      1.68710E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67930E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.68020E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67750E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67460E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67400E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67160E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.67160E+08      2.40000E+05
      0.00000E+00      0.00000E+00      1.67100E+08      3.60000E+05
      0.00000E+00      0.00000E+00      1.67010E+08      4.20000E+05
      0.00000E+00      0.00000E+00      1.66290E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.65690E+08      4.80000E+05
      0.00000E+00      0.00000E+00      1.65360E+08      5.10000E+05
      0.00000E+00      0.00000E+00      1.65940E+08      3.60000E+05
      0.00000E+00      0.00000E+00      1.66300E+08      6.30000E+05
      0.00000E+00      0.00000E+00      1.66670E+08      7.50000E+05
      0.00000E+00      0.00000E+00      1.65520E+08      7.50000E+05
      0.00000E+00      0.00000E+00      1.64170E+08      1.11000E+06
      0.00000E+00      0.00000E+00      1.63900E+08      1.14000E+06
      0.00000E+00      0.00000E+00      1.66500E+08      8.70000E+05
      0.00000E+00      0.00000E+00      1.63460E+08      0.00000E+00
      0.00000E+00      0.00000E+00      1.63340E+08      0.00000E+00
