# entry-subent-pointer  : L0106--00-6-0 
# EXFOR reaction        : ['94-PU-244', ['G,F'], 'MASS,PRE,AKE,FF,BRS'] 
# incident energy       : 2.00e+01 MeV 
# target                : Pu-244 
# product               : 123.0 <= mass <= 170.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.Thierens 
# institute             : (2BLGGHT): Universiteit Gent, Gent 
# reference             : (J,PR/C,27,1117,1983) 
# year                  : 1983 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0106.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0106
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.00000E+01      0.00000E+00      1.65000E+08              NAN
      2.00000E+01      0.00000E+00      1.66000E+08              NAN
      2.00000E+01      0.00000E+00      1.68000E+08              NAN
      2.00000E+01      0.00000E+00      1.69000E+08              NAN
      2.00000E+01      0.00000E+00      1.72000E+08              NAN
      2.00000E+01      0.00000E+00      1.74000E+08              NAN
      2.00000E+01      0.00000E+00      1.76000E+08              NAN
      2.00000E+01      0.00000E+00      1.79000E+08              NAN
      2.00000E+01      0.00000E+00      1.80000E+08              NAN
      2.00000E+01      0.00000E+00      1.81000E+08              NAN
      2.00000E+01      0.00000E+00      1.81000E+08              NAN
      2.00000E+01      0.00000E+00      1.81000E+08              NAN
      2.00000E+01      0.00000E+00      1.81000E+08              NAN
      2.00000E+01      0.00000E+00      1.80000E+08              NAN
      2.00000E+01      0.00000E+00      1.80000E+08              NAN
      2.00000E+01      0.00000E+00      1.79000E+08              NAN
      2.00000E+01      0.00000E+00      1.78000E+08              NAN
      2.00000E+01      0.00000E+00      1.78000E+08              NAN
      2.00000E+01      0.00000E+00      1.77000E+08              NAN
      2.00000E+01      0.00000E+00      1.76000E+08              NAN
      2.00000E+01      0.00000E+00      1.75000E+08              NAN
      2.00000E+01      0.00000E+00      1.74000E+08              NAN
      2.00000E+01      0.00000E+00      1.73000E+08              NAN
      2.00000E+01      0.00000E+00      1.72000E+08              NAN
      2.00000E+01      0.00000E+00      1.71000E+08              NAN
      2.00000E+01      0.00000E+00      1.70000E+08              NAN
      2.00000E+01      0.00000E+00      1.69000E+08              NAN
      2.00000E+01      0.00000E+00      1.67000E+08              NAN
      2.00000E+01      0.00000E+00      1.67000E+08              NAN
      2.00000E+01      0.00000E+00      1.66000E+08              NAN
      2.00000E+01      0.00000E+00      1.65000E+08              NAN
      2.00000E+01      0.00000E+00      1.63000E+08              NAN
      2.00000E+01      0.00000E+00      1.62000E+08              NAN
      2.00000E+01      0.00000E+00      1.61000E+08              NAN
      2.00000E+01      0.00000E+00      1.59000E+08              NAN
      2.00000E+01      0.00000E+00      1.59000E+08              NAN
      2.00000E+01      0.00000E+00      1.56000E+08              NAN
      2.00000E+01      0.00000E+00      1.54000E+08              NAN
      2.00000E+01      0.00000E+00      1.53000E+08              NAN
      2.00000E+01      0.00000E+00      1.50000E+08              NAN
      2.00000E+01      0.00000E+00      1.48000E+08              NAN
      2.00000E+01      0.00000E+00      1.44000E+08              NAN
      2.00000E+01      0.00000E+00      1.44000E+08              NAN
      2.00000E+01      0.00000E+00      1.41000E+08              NAN
      2.00000E+01      0.00000E+00      1.42000E+08              NAN
      2.00000E+01      0.00000E+00      1.42000E+08              NAN
      2.00000E+01      0.00000E+00      1.42000E+08              NAN
      2.00000E+01      0.00000E+00      1.40000E+08              NAN
