# entry-subent-pointer  : L0058-031-0 
# EXFOR reaction        : ['93-NP-237', ['G,F'], ',PR,NU'] 
# incident energy       : 7.45e+00 MeV - 1.80e+01 MeV 
# target                : Np-237 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.L.Berman 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,34,2201,198612) 
# year                  : 1986 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L00/L0058.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0058
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.45200E+00      0.00000E+00      2.79200E+00      0.00000E+00
      8.39000E+00      0.00000E+00      2.88800E+00      0.00000E+00
      9.38400E+00      0.00000E+00      2.90100E+00      0.00000E+00
      9.85200E+00      0.00000E+00      3.16100E+00      0.00000E+00
      1.03470E+01      0.00000E+00      3.37300E+00      0.00000E+00
      1.08150E+01      0.00000E+00      3.53900E+00      0.00000E+00
      1.13110E+01      0.00000E+00      3.71600E+00      0.00000E+00
      1.18080E+01      0.00000E+00      3.69300E+00      0.00000E+00
      1.22500E+01      0.00000E+00      3.69400E+00      0.00000E+00
      1.27480E+01      0.00000E+00      3.65900E+00      0.00000E+00
      1.32130E+01      0.00000E+00      4.16600E+00      0.00000E+00
      1.37100E+01      0.00000E+00      4.22500E+00      0.00000E+00
      1.41800E+01      0.00000E+00      4.22600E+00      0.00000E+00
      1.46750E+01      0.00000E+00      4.41500E+00      0.00000E+00
      1.51180E+01      0.00000E+00      4.32200E+00      0.00000E+00
      1.56080E+01      0.00000E+00      5.20500E+00      0.00000E+00
      1.60850E+01      0.00000E+00      4.32300E+00      0.00000E+00
      1.65570E+01      0.00000E+00      4.03000E+00      0.00000E+00
      1.70520E+01      0.00000E+00      4.32500E+00      0.00000E+00
      1.75150E+01      0.00000E+00      5.06700E+00      0.00000E+00
      1.80160E+01      0.00000E+00      4.63200E+00      0.00000E+00
