# entry-subent-pointer  : C2498-003-0 
# EXFOR reaction        : ['72-HF-178', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 4.92e+01 MeV 
# target                : Hf-178 
# product               : 91.0 <= mass <= 113.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : B.D.Wilkins 
# institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
# reference             : (J,PR/C,30,1228,1984) 
# year                  : 1984 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C24/C2498.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2498
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      4.92000E+01      0.00000E+00      1.26599E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.26261E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.26471E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.27199E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.27104E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.26096E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.27342E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.26029E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.27427E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.23526E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.24010E+08      0.00000E+00
      4.92000E+01      0.00000E+00      1.23489E+08      0.00000E+00
