# entry-subent-pointer  : 12811-007-0 
# EXFOR reaction        : ['23-V-51', ['N,X'], '0-NN-1,,DE'] 
# incident energy       : 2.5700e+01 MeV 
# target                : V-51 
# product               : Nn-1 
# level energy          : 1.2000e+01 MeV 
# MF-MT number          : 5 - None 
# first author          : A.Marcinkowski 
# institute             : (1USAOHO): Ohio University, Athens, OH 
# reference             : (J,NSE,83,13,8301) 
# year                  : 1983 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/128/12811.x4 
# nds                   : https://nds.iaea.org/EXFOR/12811
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.20000E+01      0.00000E+00      2.39400E-08      0.00000E+00
      1.30000E+01      0.00000E+00      2.06300E-08      0.00000E+00
      1.40000E+01      0.00000E+00      2.15200E-08      0.00000E+00
      1.50000E+01      0.00000E+00      1.96500E-08      0.00000E+00
      1.60000E+01      0.00000E+00      1.96800E-08      0.00000E+00
      1.70000E+01      0.00000E+00      2.10100E-08      0.00000E+00
      1.80000E+01      0.00000E+00      1.89100E-08      0.00000E+00
      1.90000E+01      0.00000E+00      1.37500E-08      0.00000E+00
      2.00000E+01      0.00000E+00      1.73000E-08      0.00000E+00
      2.10000E+01      0.00000E+00      1.35200E-08      0.00000E+00
      2.20000E+01      0.00000E+00      9.31000E-09      0.00000E+00
      2.30000E+01      0.00000E+00      1.90400E-08      0.00000E+00
