# entry-subent-pointer  : E2158--00-2-0 
# EXFOR reaction        : ['92-U-233', ['P,F'], 'MASS,PRE,FY'] 
# incident energy       : 1.00e+01 MeV 
# target                : U-233 
# product               : 76.5 <= mass <= 156.5 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : I.Nishinaka 
# institute             : (2JPNJAE): Japan Atomic Energy Agency (JAEA) 
# reference             : (C,2007TOKYO,2,434,200706) 
# year                  : 2007 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E21/E2158.x4 
# nds                   : https://nds.iaea.org/EXFOR/E2158
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             76.5              nan      1.03000E-03              NAN
              nan             78.5              nan      2.90000E-03              NAN
              nan             80.5              nan      7.00000E-03              NAN
              nan             82.5              nan      1.29800E-02              NAN
              nan             84.5              nan      2.12800E-02              NAN
              nan             86.5              nan      3.29000E-02              NAN
              nan             88.5              nan      4.81100E-02              NAN
              nan             90.5              nan      6.50800E-02              NAN
              nan             92.5              nan      7.85600E-02              NAN
              nan             94.5              nan      9.02400E-02              NAN
              nan             96.5              nan      9.65500E-02              NAN
              nan             98.5              nan      9.62200E-02              NAN
              nan            100.5              nan      9.29200E-02              NAN
              nan            102.5              nan      8.26000E-02              NAN
              nan            104.5              nan      6.97300E-02              NAN
              nan            106.5              nan      5.21800E-02              NAN
              nan            108.5              nan      4.16500E-02              NAN
              nan            110.5              nan      3.34000E-02              NAN
              nan            112.5              nan      2.89300E-02              NAN
              nan            114.5              nan      2.62800E-02              NAN
              nan            116.5              nan      2.55800E-02              NAN
              nan            118.5              nan      2.61800E-02              NAN
              nan            120.5              nan      2.68700E-02              NAN
              nan            122.5              nan      3.12000E-02              NAN
              nan            124.5              nan      3.62500E-02              NAN
              nan            126.5              nan      4.73700E-02              NAN
              nan            128.5              nan      6.02800E-02              NAN
              nan            130.5              nan      7.65600E-02              NAN
              nan            132.5              nan      8.89100E-02              NAN
              nan            134.5              nan      9.53300E-02              NAN
              nan            136.5              nan      9.68500E-02              NAN
              nan            138.5              nan      9.33500E-02              NAN
              nan            140.5              nan      8.59000E-02              NAN
              nan            142.5              nan      7.21800E-02              NAN
              nan            144.5              nan      5.68000E-02              NAN
              nan            146.5              nan      3.90400E-02              NAN
              nan            148.5              nan      2.71600E-02              NAN
              nan            150.5              nan      1.68400E-02              NAN
              nan            152.5              nan      9.25000E-03              NAN
              nan            154.5              nan      4.84000E-03              NAN
              nan            156.5              nan      1.71000E-03              NAN
