# entry-subent-pointer  : 41378--00-3-0 
# EXFOR reaction        : ['93-NP-237', ['N,F'], ',PR,NU'] 
# incident energy       : 5.09e-01 MeV - 1.17e+01 MeV 
# target                : Np-237 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.09000E-01      0.00000E+00      2.67700E+00      3.70000E-02
      6.06000E-01      0.00000E+00      2.74000E+00      2.30000E-02
      7.04000E-01      0.00000E+00      2.72200E+00      2.30000E-02
      8.03000E-01      0.00000E+00      2.72300E+00      2.30000E-02
      9.05000E-01      0.00000E+00      2.77800E+00      2.20000E-02
      1.00200E+00      0.00000E+00      2.80300E+00      2.70000E-02
      1.10500E+00      0.00000E+00      2.80000E+00      1.90000E-02
      1.20700E+00      0.00000E+00      2.78700E+00      2.30000E-02
      1.30700E+00      0.00000E+00      2.78700E+00      2.20000E-02
      1.40800E+00      0.00000E+00      2.81100E+00      2.70000E-02
      1.50800E+00      0.00000E+00      2.82800E+00      2.70000E-02
      1.61000E+00      0.00000E+00      2.82800E+00      2.40000E-02
      1.71200E+00      0.00000E+00      2.85400E+00      2.70000E-02
      1.81300E+00      0.00000E+00      2.83500E+00      2.20000E-02
      1.93800E+00      0.00000E+00      2.89500E+00      1.80000E-02
      2.14100E+00      0.00000E+00      2.92900E+00      2.50000E-02
      2.39400E+00      0.00000E+00      2.94800E+00      2.30000E-02
      2.64500E+00      0.00000E+00      2.97500E+00      2.70000E-02
      2.89200E+00      0.00000E+00      3.02600E+00      2.20000E-02
      3.14400E+00      0.00000E+00      3.04700E+00      2.10000E-02
      3.40100E+00      0.00000E+00      3.12700E+00      3.50000E-02
      3.65600E+00      0.00000E+00      3.16500E+00      3.30000E-02
      3.90800E+00      0.00000E+00      3.15700E+00      5.00000E-02
      4.15100E+00      0.00000E+00      3.18000E+00      3.90000E-02
      4.40500E+00      0.00000E+00      3.34000E+00      3.10000E-02
      4.67000E+00      0.00000E+00      3.27200E+00      3.90000E-02
      4.92300E+00      0.00000E+00      3.35300E+00      4.90000E-02
      5.16800E+00      0.00000E+00      3.33800E+00      4.60000E-02
      5.41800E+00      0.00000E+00      3.36500E+00      4.80000E-02
      5.66600E+00      0.00000E+00      3.47000E+00      5.00000E-02
      5.92500E+00      0.00000E+00      3.53800E+00      4.90000E-02
      6.31400E+00      0.00000E+00      3.57600E+00      4.90000E-02
      6.81200E+00      0.00000E+00      3.59300E+00      4.60000E-02
      7.33100E+00      0.00000E+00      3.75900E+00      3.70000E-02
      7.84500E+00      0.00000E+00      3.84300E+00      7.00000E-02
      8.34300E+00      0.00000E+00      3.83900E+00      6.00000E-02
      8.88700E+00      0.00000E+00      3.90300E+00      7.90000E-02
      9.36100E+00      0.00000E+00      4.03400E+00      9.50000E-02
      9.86900E+00      0.00000E+00      3.99100E+00      7.90000E-02
      1.06440E+01      0.00000E+00      4.24100E+00      6.80000E-02
      1.16740E+01      0.00000E+00      4.33300E+00      1.01000E-01
