# entry-subent-pointer  : 21909--00-7-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'MASS,PRE/PR/FRG,NU'] 
# incident energy       : 1.45e+01 MeV 
# target                : U-238 
# product               : 84.0 <= mass <= 155.0 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : H.Yamamoto 
# institute             : (2JPNKYU): Kyushu University , Fukuoka 
# reference             : (J,NST,16,779,1979) 
# year                  : 1979 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/219/21909.x4 
# nds                   : https://nds.iaea.org/EXFOR/21909
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             84.0              nan      3.78000E-01              NAN
              nan             84.0              nan      7.37000E-01              NAN
              nan             85.0              nan      1.07500E+00              NAN
              nan             86.0              nan      7.59000E-01              NAN
              nan             87.0              nan      1.00500E+00              NAN
              nan             88.0              nan      6.68000E-01              NAN
              nan             89.0              nan      1.10700E+00      2.47000E-01
              nan             90.0              nan      1.02100E+00              NAN
              nan             91.0              nan      1.42300E+00              NAN
              nan             92.0              nan      9.57000E-01              NAN
              nan             93.0              nan      1.45000E+00              NAN
              nan             94.0              nan      1.65900E+00              NAN
              nan             95.0              nan      1.58400E+00              NAN
              nan             96.0              nan      1.82000E+00              NAN
              nan             97.0              nan      1.65400E+00              NAN
              nan             98.0              nan      1.79300E+00              NAN
              nan             99.0              nan      1.67500E+00              NAN
              nan            100.0              nan      1.75500E+00      1.77000E-01
              nan            101.0              nan      2.07100E+00              NAN
              nan            102.0              nan      2.12000E+00              NAN
              nan            103.0              nan      1.95400E+00              NAN
              nan            104.0              nan      1.72800E+00              NAN
              nan            105.0              nan      2.02300E+00              NAN
              nan            106.0              nan      2.30200E+00              NAN
              nan            107.0              nan      2.52700E+00              NAN
              nan            108.0              nan      2.48900E+00              NAN
              nan            109.0              nan      3.00900E+00              NAN
              nan            110.0              nan      2.57000E+00      2.89000E-01
              nan            111.0              nan      3.06300E+00              NAN
              nan            112.0              nan      3.63600E+00              NAN
              nan            113.0              nan      2.96100E+00              NAN
              nan            114.0              nan      2.84300E+00              NAN
              nan            115.0              nan      3.21300E+00              NAN
              nan            116.0              nan      3.24500E+00              NAN
              nan            117.0              nan      2.09200E+00              NAN
              nan            118.0              nan      2.17200E+00              NAN
              nan            119.0              nan      1.63100E+00              NAN
              nan            120.0              nan      2.54800E+00      4.56000E-01
              nan            121.0              nan      2.52600E+00              NAN
              nan            122.0              nan      2.84800E+00              NAN
              nan            123.0              nan      2.35400E+00              NAN
              nan            124.0              nan      1.96300E+00              NAN
              nan            125.0              nan      1.76500E+00              NAN
              nan            126.0              nan      1.51300E+00              NAN
              nan            127.0              nan      1.71600E+00              NAN
              nan            128.0              nan      1.44800E+00              NAN
              nan            129.0              nan      1.36800E+00      2.52000E-01
              nan            130.0              nan      1.16900E+00              NAN
              nan            131.0              nan      1.22800E+00              NAN
              nan            132.0              nan      1.50700E+00              NAN
              nan            133.0              nan      1.35100E+00              NAN
              nan            134.0              nan      1.65700E+00              NAN
              nan            135.0              nan      1.79600E+00              NAN
              nan            136.0              nan      1.51800E+00              NAN
              nan            137.0              nan      1.75900E+00              NAN
              nan            138.0              nan      1.91900E+00              NAN
              nan            139.0              nan      1.71600E+00              NAN
              nan            140.0              nan      2.02100E+00      1.88000E-01
              nan            141.0              nan      2.27300E+00              NAN
              nan            142.0              nan      2.12300E+00              NAN
              nan            143.0              nan      2.21900E+00              NAN
              nan            144.0              nan      2.47100E+00              NAN
              nan            145.0              nan      2.61100E+00              NAN
              nan            146.0              nan      2.86300E+00      2.36000E-01
              nan            147.0              nan      2.45500E+00              NAN
              nan            148.0              nan      2.79300E+00              NAN
              nan            149.0              nan      2.87300E+00              NAN
              nan            150.0              nan      3.15700E+00              NAN
              nan            151.0              nan      3.30200E+00              NAN
              nan            152.0              nan      3.58600E+00              NAN
              nan            153.0              nan      3.92900E+00              NAN
              nan            154.0              nan      3.55400E+00              NAN
              nan            155.0              nan      3.59700E+00              NAN
