# entry-subent-pointer  : D0930--00-4-0 
# EXFOR reaction        : ['92-U-233', ['P,F'], 'MASS,SEC,FY'] 
# incident energy       : 2.80e+01 MeV 
# target                : U-233 
# product               : 113.59 <= mass <= 160.12 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : M.G.Itkis 
# institute             : (4KASKAZ): Institute Yadernoi Fiziki, Almaty 
# reference             : (J,IZK,,(6),40,1986) 
# year                  : 1986 
# facility              : (ISOCY): Isochronous cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D09/D0930.x4 
# nds                   : https://nds.iaea.org/EXFOR/D0930
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan           113.59              nan      3.22660E-02              NAN
              nan           115.84              nan      3.15990E-02              NAN
              nan           116.71              nan      3.31880E-02              NAN
              nan           119.94              nan      3.32570E-02              NAN
              nan           121.21              nan      3.45690E-02              NAN
              nan           123.87              nan      3.61970E-02              NAN
              nan           125.59              nan      3.68040E-02              NAN
              nan           126.18              nan      3.78160E-02              NAN
              nan           129.09              nan      3.75920E-02              NAN
              nan           130.76              nan      3.59140E-02              NAN
              nan           132.73              nan      3.46700E-02              NAN
              nan           133.92              nan      3.38380E-02              NAN
              nan           134.57              nan      3.17090E-02              NAN
              nan           135.67              nan      2.88760E-02              NAN
              nan           137.09              nan      2.63350E-02              NAN
              nan            137.7              nan      2.44910E-02              NAN
              nan           139.37              nan      2.28130E-02              NAN
              nan           139.71              nan      2.02490E-02              NAN
              nan           141.85              nan      1.77230E-02              NAN
              nan           142.16              nan      1.54450E-02              NAN
              nan           143.53              nan      1.33310E-02              NAN
              nan           143.77              nan      1.14800E-02              NAN
              nan           145.16              nan      9.22400E-03              NAN
              nan           146.47              nan      7.53700E-03              NAN
              nan           147.68              nan      6.56300E-03              NAN
              nan           148.31              nan      4.57700E-03              NAN
              nan           149.94              nan      3.18300E-03              NAN
              nan           151.53              nan      2.07400E-03              NAN
              nan           153.86              nan      8.38000E-04              NAN
              nan           157.19              nan      1.94000E-04              NAN
              nan           160.12              nan      1.70000E-05              NAN
