# entry-subent-pointer  : 22186-035-0 
# EXFOR reaction        : ['42-MO-0', ['N,X'], '0-NN-1,,DE'] 
# incident energy       : 1.4100e+01 MeV 
# target                : Mo-0 
# product               : Nn-1 
# level energy          : 1.5000e+01 MeV 
# MF-MT number          : 5 - None 
# first author          : A.Takahashi 
# institute             : (2JPNOSA): Osaka University , Osaka 
# reference             : ((R,JAERI-M-90-220,1990)=(R,NEANDC(J)-158,1990)=(R,INDC(JPN)-146,1990)) 
# year                  : 1990 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/221/22186.x4 
# nds                   : https://nds.iaea.org/EXFOR/22186
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.50000E+01      0.00000E+00      3.02000E-07      1.49000E-08
      1.48000E+01      0.00000E+00      4.68000E-07      6.84000E-09
      1.46000E+01      0.00000E+00      8.28000E-07      6.08000E-09
      1.44000E+01      0.00000E+00      1.15000E-06      5.72000E-09
      1.42000E+01      0.00000E+00      1.08000E-06      4.29000E-09
      1.40000E+01      0.00000E+00      7.24000E-07      3.28000E-09
      1.38000E+01      0.00000E+00      4.93000E-07      2.79000E-09
      1.36000E+01      0.00000E+00      3.36000E-07      2.38000E-09
      1.34000E+01      0.00000E+00      2.58000E-07      2.13000E-09
      1.32000E+01      0.00000E+00      2.04000E-07      1.96000E-09
      1.30000E+01      0.00000E+00      1.46000E-07      1.77000E-09
      1.28000E+01      0.00000E+00      1.01000E-07      1.62000E-09
      1.26000E+01      0.00000E+00      8.01000E-08      1.52000E-09
      1.24000E+01      0.00000E+00      6.62000E-08      1.44000E-09
      1.22000E+01      0.00000E+00      5.72000E-08      1.34000E-09
      1.20000E+01      0.00000E+00      4.67000E-08      1.26000E-09
      1.18000E+01      0.00000E+00      3.75000E-08      1.20000E-09
      1.16000E+01      0.00000E+00      3.30000E-08      1.14000E-09
      1.14000E+01      0.00000E+00      3.07000E-08      1.12000E-09
      1.12000E+01      0.00000E+00      2.97000E-08      1.12000E-09
      1.10000E+01      0.00000E+00      3.58000E-08      1.13000E-09
      1.08000E+01      0.00000E+00      4.00000E-08      1.16000E-09
      1.06000E+01      0.00000E+00      4.02000E-08      1.16000E-09
      1.04000E+01      0.00000E+00      4.30000E-08      1.16000E-09
      1.02000E+01      0.00000E+00      4.22000E-08      1.16000E-09
      1.00000E+01      0.00000E+00      3.86000E-08      1.14000E-09
      9.80000E+00      0.00000E+00      3.89000E-08      1.14000E-09
      9.60000E+00      0.00000E+00      3.12000E-08      1.04000E-09
      9.40000E+00      0.00000E+00      2.81000E-08      1.01000E-09
      9.20000E+00      0.00000E+00      2.85000E-08      1.00000E-09
      9.00000E+00      0.00000E+00      2.90000E-08      1.01000E-09
      8.80000E+00      0.00000E+00      2.77000E-08      1.03000E-09
      8.60000E+00      0.00000E+00      3.07000E-08      1.05000E-09
      8.40000E+00      0.00000E+00      2.93000E-08      1.05000E-09
      8.20000E+00      0.00000E+00      3.25000E-08      1.07000E-09
      8.00000E+00      0.00000E+00      3.70000E-08      1.09000E-09
      7.80000E+00      0.00000E+00      3.73000E-08      1.09000E-09
      7.60000E+00      0.00000E+00      4.01000E-08      1.11000E-09
      7.40000E+00      0.00000E+00      4.02000E-08      1.13000E-09
      7.20000E+00      0.00000E+00      4.44000E-08      1.14000E-09
      7.00000E+00      0.00000E+00      4.59000E-08      1.13000E-09
      6.80000E+00      0.00000E+00      5.02000E-08      1.12000E-09
      6.60000E+00      0.00000E+00      5.06000E-08      1.14000E-09
      6.40000E+00      0.00000E+00      5.27000E-08      1.16000E-09
      6.20000E+00      0.00000E+00      5.45000E-08      1.19000E-09
      6.00000E+00      0.00000E+00      5.86000E-08      1.21000E-09
      5.80000E+00      0.00000E+00      6.28000E-08      1.24000E-09
      5.60000E+00      0.00000E+00      6.47000E-08      1.26000E-09
      5.40000E+00      0.00000E+00      7.31000E-08      1.28000E-09
      5.20000E+00      0.00000E+00      7.91000E-08      1.30000E-09
      5.00000E+00      0.00000E+00      8.63000E-08      1.30000E-09
      4.80000E+00      0.00000E+00      9.30000E-08      1.32000E-09
      4.60000E+00      0.00000E+00      1.03000E-07      1.34000E-09
      4.40000E+00      0.00000E+00      1.08000E-07      1.36000E-09
      4.20000E+00      0.00000E+00      1.16000E-07      1.38000E-09
      4.00000E+00      0.00000E+00      1.23000E-07      1.42000E-09
      3.80000E+00      0.00000E+00      1.31000E-07      1.45000E-09
      3.60000E+00      0.00000E+00      1.47000E-07      1.47000E-09
      3.40000E+00      0.00000E+00      1.57000E-07      1.51000E-09
      3.20000E+00      0.00000E+00      1.70000E-07      1.55000E-09
      3.00000E+00      0.00000E+00      1.81000E-07      1.60000E-09
      2.80000E+00      0.00000E+00      2.04000E-07      1.70000E-09
      2.60000E+00      0.00000E+00      2.34000E-07      1.85000E-09
      2.40000E+00      0.00000E+00      2.60000E-07      1.86000E-09
      2.20000E+00      0.00000E+00      2.74000E-07      1.90000E-09
      2.00000E+00      0.00000E+00      2.97000E-07      2.01000E-09
      1.80000E+00      0.00000E+00      3.32000E-07      2.17000E-09
      1.60000E+00      0.00000E+00      3.82000E-07      2.48000E-09
      1.40000E+00      0.00000E+00      4.32000E-07      3.11000E-09
      1.20000E+00      0.00000E+00      4.61000E-07      4.71000E-09
      1.00000E+00      0.00000E+00      4.58000E-07      8.69000E-09
