# entry-subent-pointer  : E1841-045-0 
# EXFOR reaction        : ['46-PD-106', ['P,X'], '2-HE-4,,DE'] 
# incident energy       : 1.5000e+01 MeV 
# target                : Pd-106 
# product               : He-4 
# level energy          : 9.0000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : I.Kumabe 
# institute             : (2JPNKYU): Kyushu University , Fukuoka 
# reference             : (J,PR/C,35,(2),467,198702) 
# year                  : 1987 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E18/E1841.x4 
# nds                   : https://nds.iaea.org/EXFOR/E1841
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      9.00000E+00      0.00000E+00      2.66100E-10      0.00000E+00
      9.20000E+00      0.00000E+00      3.34100E-10      0.00000E+00
      9.40000E+00      0.00000E+00      3.86500E-10      0.00000E+00
      9.60000E+00      0.00000E+00      4.76300E-10      0.00000E+00
      9.80000E+00      0.00000E+00      5.45900E-10      0.00000E+00
      1.00000E+01      0.00000E+00      6.52900E-10      0.00000E+00
      1.02000E+01      0.00000E+00      7.42400E-10      0.00000E+00
      1.04000E+01      0.00000E+00      8.62600E-10      0.00000E+00
      1.06000E+01      0.00000E+00      9.82000E-10      0.00000E+00
      1.08000E+01      0.00000E+00      1.05600E-09      0.00000E+00
      1.10000E+01      0.00000E+00      1.19330E-09      0.00000E+00
      1.12000E+01      0.00000E+00      1.23450E-09      0.00000E+00
      1.14000E+01      0.00000E+00      1.29920E-09      0.00000E+00
      1.16000E+01      0.00000E+00      1.34610E-09      0.00000E+00
      1.18000E+01      0.00000E+00      1.35000E-09      0.00000E+00
      1.20000E+01      0.00000E+00      1.35080E-09      0.00000E+00
      1.22000E+01      0.00000E+00      1.35120E-09      0.00000E+00
      1.24000E+01      0.00000E+00      1.17260E-09      0.00000E+00
      1.26000E+01      0.00000E+00      1.17840E-09      0.00000E+00
      1.28000E+01      0.00000E+00      1.09450E-09      0.00000E+00
      1.30000E+01      0.00000E+00      1.04020E-09      0.00000E+00
      1.32000E+01      0.00000E+00      9.28400E-10      0.00000E+00
      1.34000E+01      0.00000E+00      8.98200E-10      0.00000E+00
      1.36000E+01      0.00000E+00      8.64800E-10      0.00000E+00
      1.38000E+01      0.00000E+00      7.94800E-10      0.00000E+00
      1.40000E+01      0.00000E+00      7.42100E-10      0.00000E+00
      1.42000E+01      0.00000E+00      7.23600E-10      0.00000E+00
      1.44000E+01      0.00000E+00      7.14300E-10      0.00000E+00
      1.46000E+01      0.00000E+00      6.33500E-10      0.00000E+00
      1.48000E+01      0.00000E+00      6.45500E-10      0.00000E+00
      1.50000E+01      0.00000E+00      7.68100E-10      0.00000E+00
      1.52000E+01      0.00000E+00      4.98100E-10      0.00000E+00
      1.54000E+01      0.00000E+00      3.74400E-10      0.00000E+00
      1.56000E+01      0.00000E+00      5.54800E-10      0.00000E+00
      1.58000E+01      0.00000E+00      4.26100E-10      0.00000E+00
      1.60000E+01      0.00000E+00      3.58900E-10      0.00000E+00
      1.62000E+01      0.00000E+00      1.74930E-09      0.00000E+00
      1.64000E+01      0.00000E+00      9.90100E-10      0.00000E+00
      1.66000E+01      0.00000E+00      3.98100E-10      0.00000E+00
      1.68000E+01      0.00000E+00      1.14880E-09      0.00000E+00
      1.70000E+01      0.00000E+00      2.41480E-09      0.00000E+00
      1.72000E+01      0.00000E+00      3.80200E-10      0.00000E+00
      1.74000E+01      0.00000E+00      4.20000E-11      0.00000E+00
      1.76000E+01      0.00000E+00      2.66000E-11      0.00000E+00
      1.78000E+01      0.00000E+00      2.60000E-11      0.00000E+00
      1.80000E+01      0.00000E+00      2.94000E-11      0.00000E+00
      1.82000E+01      0.00000E+00      1.96000E-11      0.00000E+00
      1.84000E+01      0.00000E+00      2.26000E-11      0.00000E+00
      1.86000E+01      0.00000E+00      3.08000E-11      0.00000E+00
      1.88000E+01      0.00000E+00      2.08000E-11      0.00000E+00
      1.90000E+01      0.00000E+00      2.21000E-11      0.00000E+00
      1.92000E+01      0.00000E+00      1.52000E-11      0.00000E+00
      1.94000E+01      0.00000E+00      1.63000E-11      0.00000E+00
      1.96000E+01      0.00000E+00      7.10000E-12      0.00000E+00
      1.98000E+01      0.00000E+00      2.90000E-12      0.00000E+00
      2.00000E+01      0.00000E+00      2.30000E-12      0.00000E+00
      2.02000E+01      0.00000E+00      1.40000E-12      0.00000E+00
      2.04000E+01      0.00000E+00      1.40000E-12      0.00000E+00
      2.06000E+01      0.00000E+00      9.00000E-13      0.00000E+00
      2.08000E+01      0.00000E+00      0.00000E+00      0.00000E+00
