# entry-subent-pointer  : 41738--00-4-1 
# EXFOR reaction        : ['92-U-235', ['N,F'], 'MASS,PRE,FY'] 
# incident energy       : 2.53e-08 MeV 
# target                : U-235 
# product               : 79.5 <= mass <= 158.5 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : Sh.Zeynalov 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,EPJ/CS,211,04003,2019) 
# year                  : 2019 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41738.x4 
# nds                   : https://nds.iaea.org/EXFOR/41738
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             79.5              nan      3.85900E-02              NAN
              nan             80.5              nan      7.96900E-02              NAN
              nan             81.5              nan      1.44650E-01              NAN
              nan             82.5              nan      2.45830E-01              NAN
              nan             83.5              nan      3.76790E-01              NAN
              nan             84.5              nan      5.58640E-01              NAN
              nan             85.5              nan      8.17330E-01              NAN
              nan             86.5              nan      1.13604E+00              NAN
              nan             87.5              nan      1.56599E+00              NAN
              nan             88.5              nan      2.09965E+00              NAN
              nan             89.5              nan      2.70261E+00              NAN
              nan             90.5              nan      3.41971E+00              NAN
              nan             91.5              nan      4.20269E+00              NAN
              nan             92.5              nan      4.92111E+00              NAN
              nan             93.5              nan      5.51668E+00              NAN
              nan             94.5              nan      5.99346E+00              NAN
              nan             95.5              nan      6.18426E+00              NAN
              nan             96.5              nan      6.40991E+00              NAN
              nan             97.5              nan      6.58426E+00              NAN
              nan             98.5              nan      6.47445E+00              NAN
              nan             99.5              nan      6.25522E+00              NAN
              nan            100.5              nan      6.07695E+00              NAN
              nan            101.5              nan      5.70807E+00              NAN
              nan            102.5              nan      5.20905E+00              NAN
              nan            103.5              nan      4.56354E+00              NAN
              nan            104.5              nan      3.77591E+00              NAN
              nan            105.5              nan      2.96818E+00              NAN
              nan            106.5              nan      2.26291E+00              NAN
              nan            107.5              nan      1.58201E+00              NAN
              nan            108.5              nan      1.03306E+00              NAN
              nan            109.5              nan      5.45230E-01              NAN
              nan            110.5              nan      2.41120E-01              NAN
              nan            111.5              nan      9.32100E-02              NAN
              nan            112.5              nan      4.77200E-02              NAN
              nan            113.5              nan      3.47800E-02              NAN
              nan            114.5              nan      2.92900E-02              NAN
              nan            115.5              nan      2.71600E-02              NAN
              nan            116.5              nan      2.64600E-02              NAN
              nan            117.5              nan      2.63200E-02              NAN
              nan            118.5              nan      2.62600E-02              NAN
              nan            119.5              nan      2.63200E-02              NAN
              nan            120.5              nan      2.64600E-02              NAN
              nan            121.5              nan      2.71600E-02              NAN
              nan            122.5              nan      2.92900E-02              NAN
              nan            123.5              nan      3.47800E-02              NAN
              nan            124.5              nan      4.77200E-02              NAN
              nan            125.5              nan      9.32100E-02              NAN
              nan            126.5              nan      2.41120E-01              NAN
              nan            127.5              nan      5.45230E-01              NAN
              nan            128.5              nan      1.03306E+00              NAN
              nan            129.5              nan      1.58201E+00              NAN
              nan            130.5              nan      2.26288E+00              NAN
              nan            131.5              nan      2.96818E+00              NAN
              nan            132.5              nan      3.77594E+00              NAN
              nan            133.5              nan      4.56354E+00              NAN
              nan            134.5              nan      5.20905E+00              NAN
              nan            135.5              nan      5.70799E+00              NAN
              nan            136.5              nan      6.07692E+00              NAN
              nan            137.5              nan      6.25525E+00              NAN
              nan            138.5              nan      6.47445E+00              NAN
              nan            139.5              nan      6.58429E+00              NAN
              nan            140.5              nan      6.40994E+00              NAN
              nan            141.5              nan      6.18426E+00              NAN
              nan            142.5              nan      5.99343E+00              NAN
              nan            143.5              nan      5.51668E+00              NAN
              nan            144.5              nan      4.92114E+00              NAN
              nan            145.5              nan      4.20269E+00              NAN
              nan            146.5              nan      3.41971E+00              NAN
              nan            147.5              nan      2.70263E+00              NAN
              nan            148.5              nan      2.09965E+00              NAN
              nan            149.5              nan      1.56596E+00              NAN
              nan            150.5              nan      1.13601E+00              NAN
              nan            151.5              nan      8.17350E-01              NAN
              nan            152.5              nan      5.58640E-01              NAN
              nan            153.5              nan      3.76790E-01              NAN
              nan            154.5              nan      2.45830E-01              NAN
              nan            155.5              nan      1.44650E-01              NAN
              nan            156.5              nan      7.96900E-02              NAN
              nan            157.5              nan      3.85900E-02              NAN
              nan            158.5              nan      1.66600E-02              NAN
