# entry-subent-pointer  : D0431-019-0 
# EXFOR reaction        : ['50-SN-118', ['P,X'], '2-HE-4,,DE'] 
# incident energy       : 2.02e+01 MeV 
# target                : Sn-118 
# product               : He-4 
# level energy          : 9.57e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : A.M.Ferrero 
# institute             : (2ITYFRA): INFN Laboratori Nazionali di Frascati 
# reference             : (J,ZP/A,293,123,1979) 
# year                  : 1979 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D04/D0431.x4 
# nds                   : https://nds.iaea.org/EXFOR/D0431
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      9.57000E+00      5.00000E-02      4.98500E-11      0.00000E+00
      1.00200E+01      5.00000E-02      2.99270E-10      0.00000E+00
      1.05700E+01      5.00000E-02      5.94140E-10      0.00000E+00
      1.10500E+01      5.00000E-02      7.31080E-10      0.00000E+00
      1.15600E+01      5.00000E-02      8.39470E-10      0.00000E+00
      1.20700E+01      5.00000E-02      1.01520E-09      0.00000E+00
      1.25500E+01      5.00000E-02      1.23490E-09      0.00000E+00
      1.30200E+01      5.00000E-02      1.32320E-09      0.00000E+00
      1.35300E+01      5.00000E-02      1.40160E-09      0.00000E+00
      1.40400E+01      5.00000E-02      1.30030E-09      0.00000E+00
      1.45500E+01      5.00000E-02      1.15870E-09      0.00000E+00
      1.49900E+01      5.00000E-02      1.06880E-09      0.00000E+00
      1.55400E+01      5.00000E-02      1.00300E-09      0.00000E+00
      1.60500E+01      5.00000E-02      9.35890E-10      0.00000E+00
      1.65200E+01      5.00000E-02      8.48470E-10      0.00000E+00
      1.69900E+01      5.00000E-02      7.87150E-10      0.00000E+00
      1.75000E+01      5.00000E-02      7.51620E-10      0.00000E+00
      1.80100E+01      5.00000E-02      7.87010E-10      0.00000E+00
      1.84900E+01      5.00000E-02      8.38460E-10      0.00000E+00
      1.90000E+01      5.00000E-02      8.53010E-10      0.00000E+00
      1.94700E+01      5.00000E-02      8.93180E-10      0.00000E+00
      2.00200E+01      5.00000E-02      8.05090E-10      0.00000E+00
      2.04900E+01      5.00000E-02      7.05080E-10      0.00000E+00
      2.10000E+01      5.00000E-02      4.62880E-10      0.00000E+00
      2.14700E+01      5.00000E-02      4.07720E-10      0.00000E+00
      2.19900E+01      5.00000E-02      4.47070E-10      0.00000E+00
      2.24600E+01      5.00000E-02      6.76960E-10      0.00000E+00
      2.30100E+01      5.00000E-02      6.88700E-10      0.00000E+00
      2.34300E+01      5.00000E-02      1.46100E-10      0.00000E+00
      2.39700E+01      5.00000E-02      3.06400E-11      0.00000E+00
