# entry-subent-pointer  : 32606-002-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',PR,NU'] 
# incident energy       : 1.22e+00 MeV - 5.50e+00 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Bao Zongyu 
# institute             : (3CPRAEP): China Institute of Atomic Energy, Beijing 
# reference             : (J,CST,9,(4),362,197511) 
# year                  : 1975 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/326/32606.x4 
# nds                   : https://nds.iaea.org/EXFOR/32606
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.22000E+00      0.00000E+00      2.42100E+00      9.90000E-02
      1.41000E+00      0.00000E+00      2.44400E+00      4.20000E-02
      1.62000E+00      0.00000E+00      2.48800E+00      8.10000E-02
      4.00000E+00      0.00000E+00      2.84600E+00      6.20000E-02
      4.14000E+00      0.00000E+00      2.90500E+00      4.30000E-02
      4.48000E+00      0.00000E+00      2.94600E+00      6.00000E-02
      4.66000E+00      0.00000E+00      2.94000E+00      4.80000E-02
      4.94000E+00      0.00000E+00      3.01700E+00      7.20000E-02
      5.08000E+00      0.00000E+00      3.02400E+00      4.30000E-02
      5.50000E+00      0.00000E+00      3.05500E+00      4.70000E-02
