# entry-subent-pointer  : 40665--00-2-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',PR,NU'] 
# incident energy       : 1.30e+00 MeV - 5.89e+00 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : V.G.Vorob'Eva 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,YK,,(1/40),62,1981) 
# year                  : 1981 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/406/40665.x4 
# nds                   : https://nds.iaea.org/EXFOR/40665
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.30000E+00      5.00000E-02      2.43100E+00      4.80000E-02
      1.40000E+00      5.00000E-02      2.45800E+00      4.50000E-02
      1.50000E+00      4.00000E-02      2.47300E+00      2.70000E-02
      1.60000E+00      4.00000E-02      2.53300E+00      2.60000E-02
      1.70000E+00      4.00000E-02      2.51000E+00      3.50000E-02
      1.75000E+00      6.00000E-02      2.61000E+00      2.30000E-02
      1.80000E+00      4.00000E-02      2.53700E+00      2.60000E-02
      1.90000E+00      4.00000E-02      2.54700E+00      2.50000E-02
      2.00000E+00      4.00000E-02      2.56500E+00      2.20000E-02
      2.10000E+00      4.00000E-02      2.61300E+00      3.10000E-02
      2.20000E+00      3.00000E-02      2.62500E+00      2.50000E-02
      2.30000E+00      3.00000E-02      2.65500E+00      2.20000E-02
      2.40000E+00      3.00000E-02      2.58700E+00      2.20000E-02
      2.50000E+00      3.00000E-02      2.63200E+00      2.20000E-02
      2.60000E+00      3.00000E-02      2.63800E+00      2.50000E-02
      2.70000E+00      3.00000E-02      2.66100E+00      2.80000E-02
      2.80000E+00      3.00000E-02      2.68700E+00      2.00000E-02
      2.90000E+00      4.00000E-02      2.69300E+00      2.30000E-02
      3.00000E+00      4.00000E-02      2.68300E+00      2.30000E-02
      3.10000E+00      4.00000E-02      2.69300E+00      2.80000E-02
      3.20000E+00      4.00000E-02      2.73500E+00      2.30000E-02
      3.30000E+00      4.00000E-02      2.76500E+00      2.30000E-02
      3.40000E+00      3.00000E-02      2.74500E+00      2.60000E-02
      3.50000E+00      3.00000E-02      2.73500E+00      2.30000E-02
      3.60000E+00      3.00000E-02      2.80300E+00      2.90000E-02
      3.70000E+00      3.00000E-02      2.79000E+00      2.60000E-02
      5.58000E+00      8.00000E-02      3.15100E+00      5.80000E-02
      5.89000E+00      7.00000E-02      3.21900E+00      3.10000E-02
