# entry-subent-pointer  : 14384-002-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',PR,NU'] 
# incident energy       : 1.39e+00 MeV - 1.91e+01 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.Laurent 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (J,NIM/A,745,99,2014) 
# year                  : 2014 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/143/14384.x4 
# nds                   : https://nds.iaea.org/EXFOR/14384
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.39057E+00      0.00000E+00      2.50296E+00      0.00000E+00
      1.58525E+00      0.00000E+00      2.89963E+00      0.00000E+00
      1.80719E+00      0.00000E+00      2.47254E+00      0.00000E+00
      2.06019E+00      0.00000E+00      2.77328E+00      0.00000E+00
      2.34862E+00      0.00000E+00      2.76306E+00      0.00000E+00
      2.67743E+00      0.00000E+00      2.64286E+00      0.00000E+00
      3.05227E+00      0.00000E+00      2.61352E+00      0.00000E+00
      3.47958E+00      0.00000E+00      2.33066E+00      0.00000E+00
      3.96673E+00      0.00000E+00      2.78304E+00      0.00000E+00
      4.52207E+00      0.00000E+00      2.92825E+00      0.00000E+00
      5.15516E+00      0.00000E+00      2.87890E+00      0.00000E+00
      5.87688E+00      0.00000E+00      3.19902E+00      0.00000E+00
      6.69964E+00      0.00000E+00      3.29485E+00      0.00000E+00
      7.63759E+00      0.00000E+00      3.52655E+00      0.00000E+00
      8.70686E+00      0.00000E+00      3.68242E+00      0.00000E+00
      9.92582E+00      0.00000E+00      3.86793E+00      0.00000E+00
      1.13154E+01      0.00000E+00      3.81355E+00      0.00000E+00
      1.28996E+01      0.00000E+00      4.39874E+00      0.00000E+00
      1.47055E+01      0.00000E+00      4.69169E+00      0.00000E+00
      1.67643E+01      0.00000E+00      4.87619E+00      0.00000E+00
      1.91113E+01      0.00000E+00      5.20817E+00      0.00000E+00
