# entry-subent-pointer  : 14215--00-3-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',PR,NU'] 
# incident energy       : 1.76e+00 MeV - 1.90e+02 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.Taieb 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (C,2007NICE,1,429,2007) 
# year                  : 2007 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/142/14215.x4 
# nds                   : https://nds.iaea.org/EXFOR/14215
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.76000E+00      0.00000E+00      2.60000E+00      8.00000E-02
      2.52000E+00      0.00000E+00      2.78000E+00      8.00000E-02
      3.54000E+00      0.00000E+00      2.91000E+00      8.00000E-02
      4.50000E+00      0.00000E+00      3.14000E+00      1.00000E-01
      5.55000E+00      0.00000E+00      3.17000E+00      1.00000E-01
      6.54000E+00      0.00000E+00      3.08000E+00      9.00000E-02
      7.56000E+00      0.00000E+00      3.16000E+00      9.00000E-02
      8.55000E+00      0.00000E+00      3.42000E+00      1.00000E-01
      9.57000E+00      0.00000E+00      3.49000E+00      1.00000E-01
      1.10300E+01      0.00000E+00      3.68000E+00      1.10000E-01
      1.30400E+01      0.00000E+00      3.92000E+00      1.20000E-01
      1.50500E+01      0.00000E+00      4.15000E+00      1.30000E-01
      1.70600E+01      0.00000E+00      4.33000E+00      1.30000E-01
      1.90500E+01      0.00000E+00      4.62000E+00      1.40000E-01
      2.17300E+01      0.00000E+00      4.72000E+00      1.40000E-01
      2.47900E+01      0.00000E+00      5.19000E+00      1.80000E-01
      2.76500E+01      0.00000E+00      5.63000E+00      1.90000E-01
      3.07100E+01      0.00000E+00      5.95000E+00      2.10000E-01
      3.37700E+01      0.00000E+00      6.22000E+00      1.60000E-01
      3.78500E+01      0.00000E+00      6.58000E+00      1.70000E-01
      4.27500E+01      0.00000E+00      7.07000E+00      2.10000E-01
      4.78600E+01      0.00000E+00      7.43000E+00      2.30000E-01
      5.27600E+01      0.00000E+00      7.88000E+00      2.50000E-01
      5.76600E+01      0.00000E+00      8.21000E+00      2.30000E-01
      6.52100E+01      0.00000E+00      8.59000E+00      3.00000E-01
      7.52200E+01      0.00000E+00      9.08000E+00      2.50000E-01
      8.54300E+01      0.00000E+00      9.57000E+00      3.20000E-01
      9.52300E+01      0.00000E+00      1.00100E+01      2.80000E-01
      1.10150E+02      0.00000E+00      1.04800E+01      3.40000E-01
      1.30160E+02      0.00000E+00      1.12100E+01      3.20000E-01
      1.50180E+02      0.00000E+00      1.17700E+01      3.60000E-01
      1.70200E+02      0.00000E+00      1.22700E+01      3.80000E-01
      1.90010E+02      0.00000E+00      1.27800E+01      4.30000E-01
