# entry-subent-pointer  : 40429-003-2 
# EXFOR reaction        : ['92-U-238', ['N,F'], ',PR,NU'] 
# incident energy       : 1.20e+00 MeV - 4.89e+00 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.Nurpeisov 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,SJA,39,807,1975) 
# year                  : 1975 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/404/40429.x4 
# nds                   : https://nds.iaea.org/EXFOR/40429
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.20000E+00      6.00000E-02      2.54500E+00      3.60000E-02
      1.30000E+00      5.60000E-02      2.45000E+00      3.60000E-02
      1.40000E+00      6.10000E-02      2.48100E+00      3.10000E-02
      1.50000E+00      5.90000E-02      2.53300E+00      1.60000E-02
      1.60000E+00      6.00000E-02      2.55700E+00      1.80000E-02
      1.70000E+00      5.70000E-02      2.55500E+00      1.60000E-02
      1.80000E+00      6.00000E-02      2.59100E+00      2.10000E-02
      1.90000E+00      5.40000E-02      2.61000E+00      1.90000E-02
      2.00000E+00      5.30000E-02      2.60100E+00      2.40000E-02
      2.10000E+00      5.30000E-02      2.62500E+00      2.00000E-02
      2.20000E+00      5.50000E-02      2.60600E+00      2.10000E-02
      2.30000E+00      5.50000E-02      2.63900E+00      1.90000E-02
      2.40000E+00      5.10000E-02      2.65100E+00      1.80000E-02
      2.50000E+00      4.80000E-02      2.65200E+00      2.20000E-02
      2.60000E+00      4.60000E-02      2.69600E+00      1.90000E-02
      2.70000E+00      4.70000E-02      2.69900E+00      1.80000E-02
      2.90000E+00      5.90000E-02      2.73800E+00      2.00000E-02
      3.10000E+00      5.70000E-02      2.76600E+00      1.70000E-02
      3.30000E+00      5.50000E-02      2.77400E+00      2.20000E-02
      3.78000E+00      2.50000E-01      2.82800E+00      2.60000E-02
      4.17000E+00      2.00000E-01      2.92100E+00      2.60000E-02
      4.61000E+00      1.60000E-01      2.98400E+00      2.90000E-02
      4.89000E+00      1.40000E-01      3.06300E+00      3.70000E-02
