# entry-subent-pointer  : 41425-004-0 
# EXFOR reaction        : ['96-CM-244', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cm-244 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : A.S.Vorobiev 
# institute             : (4RUSLIN): Peterburgskiy Institute Yad.Fiz.,Russ.Ak.Nauk., Gatchina 
# reference             : ((S,ISINN-9,288,2001)=(S,JINR-E3-2001-192,288,2001)) 
# year                  : 2001 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/414/41425.x4 
# nds                   : https://nds.iaea.org/EXFOR/41425
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      1.75000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      1.12100E-01      0.00000E+00
      0.00000E+00      0.00000E+00      2.99600E-01      0.00000E+00
      0.00000E+00      0.00000E+00      3.38700E-01      0.00000E+00
      0.00000E+00      0.00000E+00      1.76800E-01      0.00000E+00
      0.00000E+00      0.00000E+00      4.73000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      7.20000E-03      0.00000E+00
      0.00000E+00      0.00000E+00      7.00000E-04      0.00000E+00
      0.00000E+00      0.00000E+00      1.00000E-04      0.00000E+00
      0.00000E+00      0.00000E+00      1.00000E-04      0.00000E+00
