# entry-subent-pointer  : 40058--00-3-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 8.90e-01 MeV - 4.70e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : M.V.Savin 
# institute             : (4RUSKUR): National Issl.Tsentr "Kurchatovskii Institut", Moskva 
# reference             : (C,70HELSINKI,2,157,197006) 
# year                  : 1970 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/400/40058.x4 
# nds                   : https://nds.iaea.org/EXFOR/40058
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      8.90000E-01      0.00000E+00      3.02600E+00      7.00000E-02
      9.60000E-01      0.00000E+00      3.00500E+00      6.00000E-02
      9.90000E-01      0.00000E+00      3.01100E+00      6.00000E-02
      1.03000E+00      0.00000E+00      3.04900E+00      4.60000E-02
      1.07000E+00      0.00000E+00      3.00900E+00      4.60000E-02
      1.10000E+00      0.00000E+00      3.05300E+00      4.60000E-02
      1.14000E+00      0.00000E+00      3.08900E+00      4.70000E-02
      1.17000E+00      0.00000E+00      3.06600E+00      4.60000E-02
      1.22000E+00      0.00000E+00      3.06100E+00      4.60000E-02
      1.26000E+00      0.00000E+00      2.98400E+00      4.50000E-02
      1.30000E+00      0.00000E+00      3.02100E+00      4.50000E-02
      1.34000E+00      0.00000E+00      3.12900E+00      4.70000E-02
      1.39000E+00      0.00000E+00      3.11800E+00      4.70000E-02
      1.49000E+00      0.00000E+00      3.13800E+00      4.70000E-02
      1.54000E+00      0.00000E+00      3.16500E+00      4.70000E-02
      1.60000E+00      0.00000E+00      3.13500E+00      4.50000E-02
      1.66000E+00      0.00000E+00      3.10000E+00      4.50000E-02
      1.72000E+00      0.00000E+00      3.14200E+00      4.70000E-02
      1.78000E+00      0.00000E+00      3.20300E+00      4.80000E-02
      1.85000E+00      0.00000E+00      3.21700E+00      4.80000E-02
      1.91000E+00      0.00000E+00      3.22000E+00      4.80000E-02
      1.97000E+00      0.00000E+00      3.24300E+00      4.80000E-02
      2.05000E+00      0.00000E+00      3.16300E+00      4.70000E-02
      2.14000E+00      0.00000E+00      3.17600E+00      4.70000E-02
      2.23000E+00      0.00000E+00      3.23000E+00      4.80000E-02
      2.36000E+00      0.00000E+00      3.22700E+00      4.80000E-02
      2.49000E+00      0.00000E+00      3.31000E+00      4.90000E-02
      2.59000E+00      0.00000E+00      3.30400E+00      4.90000E-02
      2.67000E+00      0.00000E+00      3.33800E+00      5.70000E-02
      2.79000E+00      0.00000E+00      3.32000E+00      5.60000E-02
      3.01000E+00      0.00000E+00      3.36400E+00      5.70000E-02
      3.21000E+00      0.00000E+00      3.41500E+00      6.10000E-02
      3.34000E+00      0.00000E+00      3.39500E+00      6.10000E-02
      3.52000E+00      0.00000E+00      3.38700E+00      6.10000E-02
      3.72000E+00      0.00000E+00      3.37900E+00      6.70000E-02
      3.94000E+00      0.00000E+00      3.43900E+00      7.50000E-02
      4.05000E+00      0.00000E+00      3.57900E+00      7.80000E-02
      4.23000E+00      0.00000E+00      3.55800E+00      8.90000E-02
      4.35000E+00      0.00000E+00      3.55100E+00      8.90000E-02
      4.49000E+00      0.00000E+00      3.66100E+00      9.10000E-02
      4.70000E+00      0.00000E+00      3.68400E+00      1.10000E-01
