# entry-subent-pointer  : 30600-002-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 1.86e-01 MeV - 1.44e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Zhang Huanqiao 
# institute             : (3CPRAEP): China Institute of Atomic Energy, Beijing 
# reference             : (J,CNP,2,(1),29,198002) 
# year                  : 1980 
# facility              : (ACCEL): Accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/306/30600.x4 
# nds                   : https://nds.iaea.org/EXFOR/30600
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.86000E-01      0.00000E+00      2.86700E+00      2.60000E-02
      2.58000E-01      0.00000E+00      2.87200E+00      2.40000E-02
      3.85000E-01      0.00000E+00      2.94200E+00      2.40000E-02
      6.03000E-01      0.00000E+00      2.90500E+00      2.30000E-02
      7.66000E-01      0.00000E+00      2.92400E+00      2.40000E-02
      1.02900E+00      0.00000E+00      2.96600E+00      2.40000E-02
      1.23800E+00      0.00000E+00      2.97200E+00      2.30000E-02
      1.44000E+00      0.00000E+00      3.01200E+00      2.30000E-02
