# entry-subent-pointer  : 40429-004-2 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 0.00e+00 MeV - 4.89e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.Nurpeisov 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,SJA,39,807,1975) 
# year                  : 1975 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/404/40429.x4 
# nds                   : https://nds.iaea.org/EXFOR/40429
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      2.88400E+00      1.40000E-02
      7.00000E-01      5.50000E-02      2.96900E+00      3.60000E-02
      9.00000E-01      5.90000E-02      2.96300E+00      2.20000E-02
      1.00000E+00      6.40000E-02      2.97000E+00      3.00000E-02
      1.20000E+00      6.00000E-02      3.00600E+00      2.40000E-02
      1.30000E+00      5.60000E-02      3.04800E+00      1.90000E-02
      1.40000E+00      6.10000E-02      3.06500E+00      1.80000E-02
      1.50000E+00      5.90000E-02      3.05800E+00      2.10000E-02
      1.60000E+00      6.00000E-02      3.08500E+00      2.00000E-02
      1.70000E+00      5.70000E-02      3.12300E+00      2.00000E-02
      1.80000E+00      6.00000E-02      3.16500E+00      2.80000E-02
      1.90000E+00      5.40000E-02      3.14600E+00      2.00000E-02
      2.00000E+00      5.30000E-02      3.16900E+00      2.80000E-02
      2.10000E+00      5.30000E-02      3.16500E+00      2.10000E-02
      2.20000E+00      5.50000E-02      3.17400E+00      2.50000E-02
      2.30000E+00      5.00000E-02      3.18800E+00      2.40000E-02
      2.40000E+00      5.10000E-02      3.17000E+00      2.30000E-02
      2.50000E+00      4.80000E-02      3.23400E+00      2.00000E-02
      2.60000E+00      4.60000E-02      3.23700E+00      2.50000E-02
      2.70000E+00      4.70000E-02      3.30200E+00      2.10000E-02
      2.90000E+00      5.90000E-02      3.30800E+00      2.50000E-02
      3.10000E+00      5.70000E-02      3.34200E+00      2.60000E-02
      3.30000E+00      5.50000E-02      3.33000E+00      2.60000E-02
      3.78000E+00      2.50000E-01      3.43200E+00      3.80000E-02
      4.17000E+00      2.00000E-01      3.49800E+00      3.80000E-02
      4.61000E+00      1.60000E-01      3.62200E+00      4.00000E-02
      4.89000E+00      1.40000E-01      3.64100E+00      4.00000E-02
