# entry-subent-pointer  : 40148-003-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 2.50e-08 MeV - 1.60e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : K.E.Volodin 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,AE,33,(5),901,1972) 
# year                  : 1972 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/401/40148.x4 
# nds                   : https://nds.iaea.org/EXFOR/40148
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      2.50000E-08      0.00000E+00      2.88400E+00      2.60000E-02
      8.00000E-02      0.00000E+00      2.88800E+00      2.60000E-02
      4.00000E-01      5.70000E-02      2.91400E+00      1.70000E-02
      5.50000E-01      5.80000E-02      2.95500E+00      2.90000E-02
      7.00000E-01      5.80000E-02      2.96100E+00      2.30000E-02
      8.00000E-01      4.90000E-02      2.99100E+00      2.40000E-02
      9.00000E-01      4.50000E-02      2.97700E+00      2.00000E-02
      1.00000E+00      4.30000E-02      3.01500E+00      2.90000E-02
      1.10000E+00      3.50000E-02      3.04100E+00      1.90000E-02
      1.15000E+00      3.50000E-02      3.01800E+00      2.30000E-02
      1.20000E+00      3.50000E-02      3.00100E+00      2.00000E-02
      1.25000E+00      3.50000E-02      3.12000E+00      2.00000E-02
      1.30000E+00      4.30000E-02      3.08500E+00      2.90000E-02
      1.40000E+00      4.20000E-02      3.11600E+00      2.80000E-02
      1.50000E+00      4.20000E-02      3.11600E+00      2.90000E-02
      1.60000E+00      4.20000E-02      3.11800E+00      3.30000E-02
