# entry-subent-pointer  : 20568-004-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 2.10e-01 MeV - 1.38e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : M.Soleilhac 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (C,70HELSINKI,2,145,1970) 
# year                  : 1970 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/205/20568.x4 
# nds                   : https://nds.iaea.org/EXFOR/20568
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      2.10000E-01      0.00000E+00      2.89100E+00      9.40000E-02
      2.30000E-01      0.00000E+00      2.91300E+00      5.90000E-02
      2.50000E-01      0.00000E+00      2.84800E+00      4.90000E-02
      2.70000E-01      0.00000E+00      2.88300E+00      4.20000E-02
      2.90000E-01      0.00000E+00      2.87400E+00      3.60000E-02
      3.10000E-01      0.00000E+00      2.92500E+00      3.20000E-02
      3.30000E-01      0.00000E+00      2.95200E+00      3.10000E-02
      3.50000E-01      0.00000E+00      2.94100E+00      3.00000E-02
      3.70000E-01      0.00000E+00      2.93100E+00      3.00000E-02
      3.90000E-01      0.00000E+00      2.95400E+00      2.70000E-02
      4.10000E-01      0.00000E+00      2.92900E+00      2.80000E-02
      4.30000E-01      0.00000E+00      2.95900E+00      2.50000E-02
      4.50000E-01      0.00000E+00      2.93100E+00      2.30000E-02
      4.70000E-01      0.00000E+00      2.95200E+00      2.20000E-02
      4.90000E-01      0.00000E+00      2.91500E+00      1.90000E-02
      5.10000E-01      0.00000E+00      2.96300E+00      1.80000E-02
      5.30000E-01      0.00000E+00      2.92300E+00      1.70000E-02
      5.50000E-01      0.00000E+00      2.95500E+00      1.70000E-02
      5.70000E-01      0.00000E+00      2.95500E+00      1.60000E-02
      5.90000E-01      0.00000E+00      2.93000E+00      1.80000E-02
      6.10000E-01      0.00000E+00      2.96500E+00      1.60000E-02
      6.30000E-01      0.00000E+00      2.96300E+00      1.80000E-02
      6.50000E-01      0.00000E+00      2.95100E+00      1.80000E-02
      6.70000E-01      0.00000E+00      2.96700E+00      1.90000E-02
      6.90000E-01      0.00000E+00      2.97300E+00      1.90000E-02
      7.25000E-01      0.00000E+00      2.96600E+00      1.50000E-02
      7.75000E-01      0.00000E+00      2.98600E+00      1.50000E-02
      8.25000E-01      0.00000E+00      2.96200E+00      1.80000E-02
      8.75000E-01      0.00000E+00      2.99800E+00      1.80000E-02
      9.25000E-01      0.00000E+00      2.98100E+00      2.10000E-02
      9.75000E-01      0.00000E+00      2.98300E+00      2.10000E-02
      1.02500E+00      0.00000E+00      3.01300E+00      2.60000E-02
      1.07500E+00      0.00000E+00      3.04100E+00      3.10000E-02
      1.12500E+00      0.00000E+00      3.05700E+00      2.90000E-02
      1.17500E+00      0.00000E+00      3.02600E+00      3.40000E-02
      1.22500E+00      0.00000E+00      3.07900E+00      4.10000E-02
      1.27500E+00      0.00000E+00      3.09800E+00      3.80000E-02
      1.32500E+00      0.00000E+00      3.13900E+00      4.70000E-02
      1.36000E+00      0.00000E+00      3.06600E+00      1.00000E-02
      1.37500E+00      0.00000E+00      3.04000E+00      4.20000E-02
