# entry-subent-pointer  : 14601--00-2-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU'] 
# incident energy       : 2.50e-01 MeV - 2.62e+01 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.S.Wang 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,100,064609,2019) 
# year                  : 2019 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/146/14601.x4 
# nds                   : https://nds.iaea.org/EXFOR/14601
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      2.50000E-01      0.00000E+00      2.97000E+00      8.00000E-02
      7.50000E-01      0.00000E+00      3.08000E+00      9.00000E-02
      1.25000E+00      0.00000E+00      3.17000E+00      9.00000E-02
      1.75000E+00      0.00000E+00      3.17000E+00      9.00000E-02
      2.25000E+00      0.00000E+00      3.23000E+00      9.00000E-02
      2.75000E+00      0.00000E+00      3.35000E+00      1.00000E-01
      3.25000E+00      0.00000E+00      3.48000E+00      1.00000E-01
      3.75000E+00      0.00000E+00      3.48000E+00      1.00000E-01
      4.25000E+00      0.00000E+00      3.55000E+00      1.10000E-01
      4.75000E+00      0.00000E+00      3.62000E+00      1.10000E-01
      5.25000E+00      0.00000E+00      3.78000E+00      1.20000E-01
      5.75000E+00      0.00000E+00      3.79000E+00      1.20000E-01
      6.25000E+00      0.00000E+00      3.89000E+00      1.20000E-01
      6.75000E+00      0.00000E+00      4.00000E+00      1.20000E-01
      7.25000E+00      0.00000E+00      4.06000E+00      1.20000E-01
      7.75000E+00      0.00000E+00      4.16000E+00      1.20000E-01
      8.25000E+00      0.00000E+00      4.36000E+00      1.30000E-01
      8.75000E+00      0.00000E+00      4.33000E+00      1.30000E-01
      9.25000E+00      0.00000E+00      4.26000E+00      1.30000E-01
      9.75000E+00      0.00000E+00      4.36000E+00      1.30000E-01
      1.07500E+01      0.00000E+00      4.49000E+00      1.40000E-01
      1.12500E+01      0.00000E+00      4.49000E+00      1.40000E-01
      1.17500E+01      0.00000E+00      4.67000E+00      1.50000E-01
      1.22500E+01      0.00000E+00      4.73000E+00      1.50000E-01
      1.27500E+01      0.00000E+00      4.93000E+00      1.60000E-01
      1.32500E+01      0.00000E+00      4.84000E+00      1.50000E-01
      1.37500E+01      0.00000E+00      4.87000E+00      1.50000E-01
      1.42500E+01      0.00000E+00      4.95000E+00      1.60000E-01
      1.47500E+01      0.00000E+00      4.92000E+00      1.60000E-01
      1.52500E+01      0.00000E+00      4.95000E+00      1.60000E-01
      1.57500E+01      0.00000E+00      5.13000E+00      1.70000E-01
      1.62500E+01      0.00000E+00      5.24000E+00      1.70000E-01
      1.67500E+01      0.00000E+00      5.24000E+00      1.70000E-01
      1.72500E+01      0.00000E+00      5.16000E+00      1.70000E-01
      1.77500E+01      0.00000E+00      5.26000E+00      1.70000E-01
      1.82500E+01      0.00000E+00      5.36000E+00      1.70000E-01
      1.87500E+01      0.00000E+00      5.38000E+00      1.80000E-01
      1.92500E+01      0.00000E+00      5.67000E+00      1.90000E-01
      1.97500E+01      0.00000E+00      5.58000E+00      1.90000E-01
      2.02500E+01      0.00000E+00      5.48000E+00      2.00000E-01
      2.07500E+01      0.00000E+00      5.80000E+00      2.00000E-01
      2.12500E+01      0.00000E+00      5.83000E+00      2.10000E-01
      2.17500E+01      0.00000E+00      6.06000E+00      2.30000E-01
      2.22500E+01      0.00000E+00      5.96000E+00      2.40000E-01
      2.27500E+01      0.00000E+00      6.14000E+00      2.50000E-01
      2.32500E+01      0.00000E+00      6.06000E+00      2.60000E-01
      2.42500E+01      0.00000E+00      6.03000E+00      2.90000E-01
      2.47500E+01      0.00000E+00      6.19000E+00      3.40000E-01
      2.52500E+01      0.00000E+00      6.53000E+00      3.90000E-01
      2.57500E+01      0.00000E+00      6.34000E+00      4.40000E-01
      2.62500E+01      0.00000E+00      6.56000E+00      5.50000E-01
