# entry-subent-pointer  : 30788--00-2-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'ELEM/MASS,CUM,FY'] 
# incident energy       : 1.49e+01 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : Liu Conggui 
# institute             : (3CPRAEP): China Institute of Atomic Energy, Beijing 
# reference             : (J,CNP,7,235,198508) 
# year                  : 1985 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/307/30788.x4 
# nds                   : https://nds.iaea.org/EXFOR/30788
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             35.0             84.0              nan      1.10000E-02      9.00000E-04
             36.0             85.0              1.0      1.05000E-02      6.00000E-04
             36.0             87.0              nan      1.71000E-02      9.00000E-04
             36.0             88.0              nan      1.94000E-02      1.00000E-03
             37.0             89.0              nan      2.88000E-02      1.70000E-03
             39.0             91.0              1.0      4.16000E-02      1.30000E-03
             38.0             92.0              nan      4.03000E-02      1.30000E-03
             39.0             93.0              nan      4.78000E-02      1.60000E-03
             39.0             94.0              nan      4.55000E-02      3.10000E-03
             40.0             95.0              nan      5.05000E-02      1.90000E-03
             40.0             97.0              nan      5.65000E-02      1.80000E-03
             42.0             99.0              nan      5.71000E-02      1.80000E-03
             43.0            101.0              nan      6.00000E-02      3.60000E-03
             44.0            103.0              nan      4.68000E-02      1.50000E-03
             43.0            104.0              nan      4.24000E-02      2.20000E-03
             45.0            105.0              nan      3.13000E-02      1.00000E-03
             45.0            107.0              nan      1.61000E-02      1.20000E-03
             47.0            111.0              nan      8.23000E-03      3.70000E-04
             47.0            112.0              nan      1.04000E-02      4.00000E-04
             47.0            113.0              0.0      9.85000E-03      5.80000E-04
             48.0            115.0              nan      8.34000E-03      3.90000E-04
             48.0            117.0              nan      7.75000E-03      6.20000E-04
             51.0            127.0              nan      1.47000E-02      6.00000E-04
             50.0            128.0              nan      1.85000E-02      1.00000E-03
             51.0            129.0              nan      2.03000E-02      7.00000E-04
             51.0            130.0              nan      1.78000E-02      1.00000E-03
             53.0            131.0              nan      3.63000E-02      1.30000E-03
             52.0            132.0              nan      4.68000E-02      2.30000E-03
             53.0            133.0              nan      6.00000E-02      1.90000E-03
             53.0            134.0              nan      6.50000E-02      2.00000E-03
             53.0            135.0              nan      5.78000E-02      1.80000E-03
             53.0            138.0              nan      5.06000E-02      2.60000E-03
             56.0            139.0              nan      4.62000E-02      3.60000E-03
             56.0            140.0              nan      4.59000E-02      1.50000E-03
             58.0            141.0              nan      4.33000E-02      3.10000E-03
             57.0            142.0              nan      3.93000E-02      2.10000E-03
             58.0            143.0              nan      4.20000E-02      1.40000E-03
             58.0            146.0              nan      2.01000E-02      1.30000E-03
             60.0            147.0              nan      2.10000E-02      1.00000E-03
             61.0            151.0              nan      6.31000E-03      2.20000E-04
