# entry-subent-pointer  : 30639--00-2-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'ELEM/MASS,CUM,FY'] 
# incident energy       : 1.44e+01 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : S.Daroczy 
# institute             : (3HUNKOS): University of Debrecen, Debrecen 
# reference             : (J,AK,18,317,1976) 
# year                  : 1976 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/306/30639.x4 
# nds                   : https://nds.iaea.org/EXFOR/30639
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             38.0             91.0              nan      3.66000E-02      4.00000E-03
             38.0             91.0              nan      3.36000E-02      5.90000E-03
             38.0             91.0              nan      4.37000E-02      2.30000E-03
             38.0             91.0              nan      3.34000E-02      1.80000E-03
             38.0             92.0              nan      3.52000E-02      1.90000E-03
             40.0             95.0              nan      5.07000E-02      4.90000E-03
             40.0             97.0              nan      5.02000E-02      2.50000E-03
             40.0             97.0              nan      5.41000E-02      2.90000E-03
             42.0             99.0              nan      5.91000E-02      1.22000E-02
             42.0             99.0              nan      6.07000E-02      3.30000E-03
             44.0            103.0              nan      4.63000E-02      2.60000E-03
             44.0            105.0              nan      3.45000E-02      1.90000E-03
             45.0            105.0              0.0      2.99000E-02      1.90000E-03
             46.0            112.0              nan      1.02300E-02      8.50000E-04
             51.0            127.0              nan      1.40100E-02      1.55000E-03
             53.0            131.0              nan      4.08000E-02      2.10000E-03
             52.0            132.0              nan      4.66000E-02      2.70000E-03
             52.0            132.0              nan      4.43000E-02      3.90000E-03
             52.0            132.0              nan      4.41000E-02      4.00000E-03
             52.0            132.0              nan      4.65000E-02      2.40000E-03
             52.0            132.0              nan      4.53000E-02      2.60000E-03
             52.0            132.0              nan      4.71000E-02      2.60000E-03
             52.0            132.0              nan      4.60000E-02      1.17000E-03
             53.0            133.0              0.0      6.13000E-02      3.20000E-03
             53.0            134.0              0.0      6.34000E-02      8.40000E-03
             53.0            135.0              nan      5.25000E-02      2.90000E-03
             53.0            135.0              nan      5.04000E-02      2.90000E-03
             54.0            135.0              0.0      5.34000E-02      3.00000E-03
             56.0            140.0              nan      4.81000E-02      2.90000E-03
             56.0            140.0              nan      4.89000E-02      2.70000E-03
             56.0            140.0              nan      4.32000E-02      2.20000E-03
             56.0            140.0              nan      4.39000E-02      2.40000E-03
             57.0            140.0              nan      4.44000E-02      3.20000E-03
             58.0            141.0              nan      4.46000E-02      3.00000E-03
             58.0            143.0              nan      3.60000E-02      1.90000E-03
