# entry-subent-pointer  : 30639-003-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'ELEM/MASS,CUM,FY'] 
# incident energy       : 1.44e+01 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : S.Daroczy 
# institute             : (3HUNKOS): University of Debrecen, Debrecen 
# reference             : (J,AK,18,317,1976) 
# year                  : 1976 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/306/30639.x4 
# nds                   : https://nds.iaea.org/EXFOR/30639
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             34.0             83.0              0.0      2.60000E-03      5.20000E-04
             36.0             85.0              1.0      1.02300E-02      4.60000E-04
             36.0             87.0              nan      1.89100E-02      8.30000E-04
             36.0             88.0              nan      1.82600E-02      7.00000E-04
             36.0             89.0              nan      3.07000E-02      6.40000E-03
             37.0             89.0              nan      2.81000E-02      1.40000E-03
             38.0             91.0              nan      4.38000E-02      1.50000E-03
             38.0             92.0              nan      3.86000E-02      1.20000E-03
             38.0             93.0              nan      4.10000E-02      4.00000E-03
             40.0             97.0              nan      5.09000E-02      1.40000E-03
             42.0            101.0              nan      5.48000E-02      7.30000E-03
             42.0            101.0              nan      5.71000E-02      2.70000E-03
             43.0            101.0              nan      5.97000E-02      4.10000E-03
             43.0            104.0              nan      3.59000E-02      1.50000E-03
             44.0            105.0              nan      3.01000E-02      1.30000E-03
             51.0            131.0              nan      2.54000E-02      1.40000E-03
             52.0            131.0              0.0      3.80000E-02      1.60000E-03
             52.0            131.0              1.0      3.11000E-03      1.25000E-03
             52.0            132.0              nan      4.87000E-02      2.10000E-03
             52.0            132.0              nan      4.56000E-02      1.80000E-03
             52.0            132.0              nan      4.69100E-02      1.37000E-03
             53.0            133.0              nan      6.00000E-02      3.00000E-03
             52.0            134.0              nan      4.76000E-02      3.10000E-03
             52.0            134.0              nan      4.42000E-02      1.80000E-03
             52.0            134.0              nan      4.36000E-02      8.00000E-03
             53.0            134.0              0.0      5.85000E-02      1.80000E-03
             53.0            134.0              0.0      5.89000E-02      9.60000E-03
             53.0            135.0              nan      5.48000E-02      2.20000E-03
             53.0            135.0              nan      5.36000E-02      2.20000E-03
             54.0            135.0              0.0      5.68000E-02      2.20000E-03
             54.0            138.0              nan      4.26000E-02      4.40000E-03
             55.0            138.0              0.0      4.51000E-02      2.30000E-03
             56.0            139.0              nan      5.13000E-02      2.50000E-03
             57.0            142.0              nan      4.19000E-02      1.40000E-03
             58.0            143.0              nan      3.98000E-02      1.70000E-03
             58.0            146.0              nan      1.91900E-02      2.34000E-03
             60.0            149.0              nan      1.29000E-02      1.37000E-03
