# entry-subent-pointer  : 10964--00-2-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'MASS,CHN,FY'] 
# incident energy       : 3.60e+00 MeV 
# target                : U-238 
# product               : 81.5 <= mass <= 157.5 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : S.T.Lam 
# institute             : (1CANALA): University of Alberta, Edmonton, Alberta 
# reference             : (J,PR/C,22,2485,1980) 
# year                  : 1980 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/109/10964.x4 
# nds                   : https://nds.iaea.org/EXFOR/10964
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             81.5              nan      3.00000E-03      7.74000E-04
              nan             83.5              nan      4.59000E-03      9.59310E-04
              nan             85.5              nan      1.08000E-02      1.46880E-03
              nan             87.5              nan      1.58000E-02      1.78540E-03
              nan             89.5              nan      1.92000E-02      1.95840E-03
              nan             91.5              nan      3.14000E-02      2.51200E-03
              nan             93.5              nan      3.70000E-02      2.73800E-03
              nan             95.5              nan      4.87000E-02      3.11680E-03
              nan             97.5              nan      5.63000E-02      3.37800E-03
              nan             99.5              nan      5.81000E-02      3.42790E-03
              nan            101.5              nan      5.81000E-02      3.42790E-03
              nan            103.5              nan      5.01000E-02      3.15630E-03
              nan            105.5              nan      4.39000E-02      2.94130E-03
              nan            107.5              nan      2.78000E-02      2.36300E-03
              nan            109.5              nan      1.04000E-02      1.44560E-03
              nan            111.5              nan      7.79000E-03      1.24640E-03
              nan            113.5              nan      4.00000E-03      8.96000E-04
              nan            115.5              nan      2.40000E-03      6.93600E-04
              nan            117.5              nan      1.20000E-03      4.89600E-04
              nan            119.5              nan      2.00000E-03      6.32000E-04
              nan            121.5              nan      2.80000E-03      7.47600E-04
              nan            123.5              nan      6.59000E-03      1.14666E-03
              nan            125.5              nan      8.59000E-03      1.30568E-03
              nan            127.5              nan      2.02000E-02      2.02000E-03
              nan            129.5              nan      3.56000E-02      2.67000E-03
              nan            131.5              nan      5.25000E-02      3.25500E-03
              nan            133.5              nan      6.11000E-02      3.48270E-03
              nan            135.5              nan      6.21000E-02      3.53970E-03
              nan            137.5              nan      6.91000E-02      3.73140E-03
              nan            139.5              nan      5.37000E-02      3.27570E-03
              nan            141.5              nan      4.75000E-02      3.08750E-03
              nan            143.5              nan      3.40000E-02      2.61800E-03
              nan            145.5              nan      2.24000E-02      2.10560E-03
              nan            147.5              nan      1.28000E-02      1.60000E-03
              nan            149.5              nan      7.19000E-03      1.20073E-03
              nan            151.5              nan      4.99000E-03      9.98000E-04
              nan            153.5              nan      3.00000E-03      7.74000E-04
              nan            155.5              nan      2.20000E-03      6.64400E-04
              nan            157.5              nan      9.99000E-04      4.46553E-04
