# entry-subent-pointer  : 13379--00-2-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'ELEM/MASS,CUM,FY,,FIS'] 
# incident energy       : 1.00e+00 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : R.N.Keller 
# institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
# reference             : (J,PR,94,969,5405) 
# year                  : 1954 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/133/13379.x4 
# nds                   : https://nds.iaea.org/EXFOR/13379
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             33.0             77.0              nan      3.60000E-05      1.00000E-05
             38.0             89.0              nan      2.70000E-02      3.00000E-03
             40.0             95.0              nan      4.70000E-02      7.00000E-03
             42.0             99.0              nan      6.40000E-02      7.00000E-03
             44.0            103.0              nan      6.30000E-02      1.00000E-02
             44.0            106.0              nan      2.90000E-02      3.00000E-03
             47.0            111.0              nan      6.40000E-04      6.00000E-05
             48.0            115.0              0.0      3.20000E-04      6.00000E-05
             48.0            115.0              1.0      2.50000E-05      3.00000E-06
             51.0            127.0              nan      1.30000E-03      3.00000E-04
             52.0            132.0              nan      4.70000E-02      7.00000E-03
             55.0            137.0              nan      7.10000E-02      7.00000E-03
             58.0            144.0              nan      4.90000E-02      5.00000E-03
             63.0            156.0              nan      7.30000E-04      1.00000E-04
