# entry-subent-pointer  : 40282--00-2-1 
# EXFOR reaction        : ['94-PU-241', ['N,F'], 'MASS,PRE,FY'] 
# incident energy       : 2.53e-08 MeV 
# target                : Pu-241 
# product               : 80.0 <= mass <= 121.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : V.G.Vorobyeva 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,YF,19,(6),1216,1974) 
# year                  : 1974 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/402/40282.x4 
# nds                   : https://nds.iaea.org/EXFOR/40282
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             80.0              nan      5.20000E-04              NAN
              nan             81.0              nan      7.60000E-04              NAN
              nan             82.0              nan      1.08000E-03              NAN
              nan             83.0              nan      1.42000E-03              NAN
              nan             84.0              nan      2.06000E-03              NAN
              nan             85.0              nan      2.76000E-03              NAN
              nan             86.0              nan      3.57000E-03              NAN
              nan             87.0              nan      4.58000E-03              NAN
              nan             88.0              nan      5.98000E-03              NAN
              nan             89.0              nan      7.83000E-03              NAN
              nan             90.0              nan      1.00600E-02              NAN
              nan             91.0              nan      1.28600E-02              NAN
              nan             92.0              nan      1.61100E-02              NAN
              nan             93.0              nan      1.96000E-02              NAN
              nan             94.0              nan      2.35600E-02              NAN
              nan             95.0              nan      2.77200E-02              NAN
              nan             96.0              nan      3.28200E-02              NAN
              nan             97.0              nan      3.80200E-02              NAN
              nan             98.0              nan      4.31200E-02              NAN
              nan             99.0              nan      4.80600E-02              NAN
              nan            100.0              nan      5.25000E-02              NAN
              nan            101.0              nan      5.42400E-02              NAN
              nan            102.0              nan      5.87000E-02              NAN
              nan            103.0              nan      6.04200E-02              NAN
              nan            104.0              nan      6.21400E-02              NAN
              nan            105.0              nan      6.22200E-02              NAN
              nan            106.0              nan      6.01300E-02              NAN
              nan            107.0              nan      5.67200E-02              NAN
              nan            108.0              nan      5.23200E-02              NAN
              nan            109.0              nan      4.62100E-02              NAN
              nan            110.0              nan      3.86400E-02              NAN
              nan            111.0              nan      2.97600E-02              NAN
              nan            112.0              nan      2.16400E-02              NAN
              nan            113.0              nan      1.37800E-02              NAN
              nan            114.0              nan      8.60000E-03              NAN
              nan            115.0              nan      5.83000E-03              NAN
              nan            116.0              nan      3.82000E-03              NAN
              nan            117.0              nan      2.62000E-03              NAN
              nan            118.0              nan      1.86000E-03              NAN
              nan            119.0              nan      1.38000E-03              NAN
              nan            120.0              nan      1.06000E-03              NAN
              nan            121.0              nan      9.60000E-04              NAN
