# entry-subent-pointer  : 40194--00-9-0 
# EXFOR reaction        : ['94-PU-241', ['N,F'], 'MASS,PRE,FY,,MXW'] 
# incident energy       : 2.50e-08 MeV 
# target                : Pu-241 
# product               : 121.0 <= mass <= 162.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : N.P.D'Yachenko 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (P,YFI-17,3,1974) 
# year                  : 1974 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/401/40194.x4 
# nds                   : https://nds.iaea.org/EXFOR/40194
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan            121.0              nan      9.20000E-04              NAN
              nan            122.0              nan      1.06000E-03              NAN
              nan            123.0              nan      1.38000E-03              NAN
              nan            124.0              nan      1.86000E-03              NAN
              nan            125.0              nan      2.62000E-03              NAN
              nan            126.0              nan      3.82000E-03              NAN
              nan            127.0              nan      5.83000E-03              NAN
              nan            128.0              nan      8.60000E-03              NAN
              nan            129.0              nan      1.37800E-02              NAN
              nan            130.0              nan      2.16400E-02              NAN
              nan            131.0              nan      2.97600E-02              NAN
              nan            132.0              nan      3.86400E-02              NAN
              nan            133.0              nan      4.62100E-02              NAN
              nan            134.0              nan      5.23200E-02              NAN
              nan            135.0              nan      5.67200E-02              NAN
              nan            136.0              nan      6.01300E-02              NAN
              nan            137.0              nan      6.22200E-02              NAN
              nan            138.0              nan      6.21400E-02              NAN
              nan            139.0              nan      6.04200E-02              NAN
              nan            140.0              nan      5.87000E-02              NAN
              nan            141.0              nan      5.42400E-02              NAN
              nan            142.0              nan      5.25000E-02              NAN
              nan            143.0              nan      4.80600E-02              NAN
              nan            144.0              nan      4.31200E-02              NAN
              nan            145.0              nan      3.80200E-02              NAN
              nan            146.0              nan      3.28200E-02              NAN
              nan            147.0              nan      2.77200E-02              NAN
              nan            148.0              nan      2.35600E-02              NAN
              nan            149.0              nan      1.96000E-02              NAN
              nan            150.0              nan      1.61100E-02              NAN
              nan            151.0              nan      1.28600E-02              NAN
              nan            152.0              nan      1.00600E-02              NAN
              nan            153.0              nan      7.83000E-03              NAN
              nan            154.0              nan      5.98000E-03              NAN
              nan            155.0              nan      4.58000E-03              NAN
              nan            156.0              nan      3.57000E-03              NAN
              nan            157.0              nan      2.76000E-03              NAN
              nan            158.0              nan      2.06000E-03              NAN
              nan            159.0              nan      1.42000E-03              NAN
              nan            160.0              nan      1.08000E-03              NAN
              nan            161.0              nan      7.60000E-04              NAN
              nan            162.0              nan      5.20000E-04              NAN
