# entry-subent-pointer  : 22962-015-0 
# EXFOR reaction        : ['74-W-0', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 1.3100e+01 MeV 
# target                : W-0 
# product               : Nn-1 
# level energy          : 1.5000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : D.Schmidt 
# institute             : (2GERPTB): Physikalisch-Technische Bundesanstalt, Braunschweig 
# reference             : (R,PTB-N-51,2006) 
# year                  : 2006 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/229/22962.x4 
# nds                   : https://nds.iaea.org/EXFOR/22962
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.50000E+00      0.00000E+00      1.13160E-06      3.39480E-08
      1.75000E+00      0.00000E+00      8.80340E-07      2.75546E-08
      2.00000E+00      0.00000E+00      6.85140E-07      2.30207E-08
      2.25000E+00      0.00000E+00      5.00560E-07      1.86709E-08
      2.50000E+00      0.00000E+00      3.97120E-07      1.33432E-08
      2.75000E+00      0.00000E+00      2.90810E-07      1.03819E-08
      3.00000E+00      0.00000E+00      2.15870E-07      8.98019E-09
      3.25000E+00      0.00000E+00      1.88340E-07      9.71834E-09
      3.50000E+00      0.00000E+00      1.29760E-07      8.17488E-09
      3.75000E+00      0.00000E+00      9.98490E-08      8.45721E-09
      4.00000E+00      0.00000E+00      8.09160E-08      6.11725E-09
      4.50000E+00      0.00000E+00      5.52850E-08      5.89338E-09
      5.00000E+00      0.00000E+00      3.07960E-08      5.41394E-09
      5.50000E+00      0.00000E+00      3.43310E-08      3.38504E-09
      6.00000E+00      0.00000E+00      4.54820E-08      2.67434E-09
      6.50000E+00      0.00000E+00      3.96440E-08      2.23592E-09
      7.00000E+00      0.00000E+00      4.57750E-08      2.20636E-09
      7.50000E+00      0.00000E+00      4.16440E-08      2.31541E-09
      8.00000E+00      0.00000E+00      3.51270E-08      2.01980E-09
      8.50000E+00      0.00000E+00      4.29970E-08      2.16705E-09
      9.00000E+00      0.00000E+00      4.85080E-08      2.07614E-09
      9.50000E+00      0.00000E+00      4.02060E-08      1.91381E-09
      1.00000E+01      0.00000E+00      3.86200E-08      1.97734E-09
      1.05000E+01      0.00000E+00      3.54890E-08      2.13644E-09
      1.10000E+01      0.00000E+00      3.66210E-08      2.21557E-09
      1.15000E+01      0.00000E+00      3.12810E-08      2.56504E-09
      1.20000E+01      0.00000E+00      9.43780E-10      9.50386E-11
      1.25000E+01      0.00000E+00      3.09900E-10      6.87978E-12
