# entry-subent-pointer  : O1060--01-2-0 
# EXFOR reaction        : ['40-ZR-92', ['P,X'], '1-H-2,,DE'] 
# incident energy       : 3.03e+01 MeV 
# target                : Zr-92 
# product               : H-2 
# level energy          : 4.17e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : A.Duisebayev 
# institute             : (4KASKAZ): Institute Yadernoi Fiziki, Almaty 
# reference             : (J,PR/C,67,044608,2003) 
# year                  : 2003 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O10/O1060.x4 
# nds                   : https://nds.iaea.org/EXFOR/O1060
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.17100E+00      0.00000E+00      1.24100E-09      9.46400E-11
      4.66000E+00      0.00000E+00      1.29500E-09      1.00100E-10
      5.14900E+00      0.00000E+00      1.31300E-09      9.81400E-11
      5.63800E+00      0.00000E+00      1.28300E-09      9.71800E-11
      6.12700E+00      0.00000E+00      1.37800E-09      9.73700E-11
      6.61600E+00      0.00000E+00      1.59800E-09      1.08300E-10
      7.10500E+00      0.00000E+00      2.00100E-09      1.30100E-10
      7.59400E+00      0.00000E+00      2.00800E-09      1.24300E-10
      8.08400E+00      0.00000E+00      2.15500E-09      8.71400E-11
      8.57300E+00      0.00000E+00      2.34600E-09      1.58600E-10
      9.06200E+00      0.00000E+00      2.38800E-09      1.68600E-10
      9.55100E+00      0.00000E+00      2.88000E-09      1.95400E-10
      1.00400E+01      0.00000E+00      2.81300E-09      1.81200E-10
      1.05290E+01      0.00000E+00      2.46100E-09      1.56700E-10
      1.10180E+01      0.00000E+00      2.27300E-09      1.48100E-10
      1.15070E+01      0.00000E+00      2.28800E-09      1.48500E-10
      1.19960E+01      0.00000E+00      2.38100E-09      1.52900E-10
      1.24860E+01      0.00000E+00      2.67200E-09      1.69200E-10
      1.29750E+01      0.00000E+00      2.16600E-09      1.45700E-10
      1.34640E+01      0.00000E+00      2.24400E-09      1.53300E-10
      1.39530E+01      0.00000E+00      2.48700E-09      1.65700E-10
      1.44420E+01      0.00000E+00      2.45900E-09      1.67400E-10
      1.49310E+01      0.00000E+00      2.40300E-09      1.66200E-10
      1.54200E+01      0.00000E+00      2.36700E-09      1.71800E-10
      1.59090E+01      0.00000E+00      2.51400E-09      1.84500E-10
      1.63980E+01      0.00000E+00      2.41000E-09      1.74900E-10
      1.68870E+01      0.00000E+00      2.35900E-09      1.69300E-10
      1.73760E+01      0.00000E+00      2.75100E-09      1.94300E-10
